nome n m c insert extractMin dk bkmp upd fila cpu_time wall_time l1_ac l1_miss llc_ac llc_miss cycles inst dtlb page_faults branch_inst branch_miss
NY 264346 733846 36946 299017 299017 0 981815 4002 2LVBQ 70 70 234181638 2052715 199903 116818 171318800 485489176 9755 0 92021291 630198
NY 264346 733846 36946 298972 298972 0 1182366 4783 2LVBQ 71 71 244826456 1956456 175523 89965 170538559 497318524 9517 0 94847077 629269
NY 264346 733846 36946 299078 299078 0 1071111 4349 2LVBQ 71 71 238569744 1955020 181756 104846 171758430 491756752 7598 0 92535875 635233
NY 264346 733846 36946 299320 299320 0 1015093 4150 2LVBQ 69 69 235801710 2020796 176568 90754 171447779 503723898 8073 0 92392814 636028
NY 264346 733846 36946 298906 298906 0 824777 3351 2LVBQ 68 68 225341081 2096656 188980 104304 171155484 477631162 9958 0 87985110 622188
NY 264346 733846 36946 339089 339089 0 82959 1354 3LVBQ 75 75 254844804 1802975 191357 95058 187168370 533742505 9486 0 90975888 620167
NY 264346 733846 36946 339259 339259 0 79072 1282 3LVBQ 74 74 253616643 1804945 178205 84023 177486346 525288208 9052 0 90162216 597908
NY 264346 733846 36946 338690 338690 0 88422 1439 3LVBQ 74 74 255329710 1766247 181576 85083 181574710 532031259 8758 0 91087358 619969
NY 264346 733846 36946 338215 338215 0 86600 1411 3LVBQ 75 75 255336692 1782539 183418 89033 184087108 536571228 9744 0 91305086 619809
NY 264346 733846 36946 339222 339222 0 98655 1598 3LVBQ 73 73 254492314 1728887 154573 69331 176443500 522805221 7520 0 90294492 605056
NY 264346 733846 36946 339149 339149 0 99811 1629 3LVBQ 75 75 255020646 1663667 177563 89212 183446240 534115015 7217 0 91058586 626731
NY 264346 733846 36946 338244 338244 0 92205 1500 3LVBQ 74 74 253811542 1704265 174991 88740 179756899 523150026 7508 0 89787561 615099
NY 264346 733846 36946 339017 339017 0 104361 1700 3LVBQ 74 74 255250304 1693499 158436 70652 176694660 525352081 6035 0 90256647 615406
NY 264346 733846 36946 339079 339079 0 80775 1316 3LVBQ 74 74 254715774 1807704 185926 87666 181893600 529012262 9241 0 90710249 614188
NY 264346 733846 36946 337411 337411 0 110191 1797 3LVBQ 73 73 254027059 1703731 153786 69842 175542966 523626908 6638 0 90309264 609260
NY 264346 733846 36946 328926 328926 0 89577 5806 4LVBQ 79 79 275016268 1547638 177966 87444 191963465 570893612 7828 0 95472275 625120
NY 264346 733846 36946 329412 329412 0 108567 7140 4LVBQ 79 79 275571653 1499319 165362 77662 191985925 572963310 6635 0 95720325 634513
NY 264346 733846 36946 329264 329264 0 78590 5074 4LVBQ 76 76 273597145 1625314 159154 70212 189206257 571478505 8433 0 95556486 585594
NY 264346 733846 36946 329595 329595 0 82091 5284 4LVBQ 79 79 275830539 1638450 185370 84986 191758783 572879972 10154 0 96111365 613257
NY 264346 733846 36946 329525 329525 0 92182 5970 4LVBQ 78 78 275487471 1563679 166589 72639 191329459 567720955 6784 0 94917007 611533
NY 264346 733846 36946 329409 329409 0 80908 5205 4LVBQ 80 80 275250061 1686619 196318 103623 192054819 564735553 9342 0 96155902 609285
NY 264346 733846 36946 330122 330122 0 90819 5896 4LVBQ 78 78 275618675 1561183 160615 73175 191682432 573838789 7456 0 95272617 603482
NY 264346 733846 36946 329054 329054 0 75880 4891 4LVBQ 78 78 274496956 1645136 176317 82313 191672353 579565146 9083 0 95955457 598486
NY 264346 733846 36946 329204 329204 0 78968 5108 4LVBQ 79 79 274439620 1678894 191389 92859 191673536 569484482 10132 0 95114044 613052
NY 264346 733846 36946 329155 329155 0 86139 5546 4LVBQ 79 79 275651731 1617855 181475 86433 191509012 571655255 8623 0 96248326 617891
NY 264346 733846 36946 325674 325674 0 111593 7373 5LVBQ 77 77 277730941 1500977 154031 69682 193582505 581568755 6314 0 95857122 614171
NY 264346 733846 36946 327183 327183 0 93815 6119 5LVBQ 80 80 279635594 1536089 181860 95466 191977066 572237579 8390 0 95772508 612049
NY 264346 733846 36946 327143 327143 0 106585 6977 5LVBQ 78 78 279208874 1521813 165104 80071 190208637 579898378 6419 0 96672809 632314
NY 264346 733846 36946 329296 329296 0 74797 4769 5LVBQ 78 78 278591269 1652275 168505 74722 190480998 578691251 8900 0 95345722 584737
NY 264346 733846 36946 328983 328983 0 72430 4622 5LVBQ 78 78 279133017 1664316 171504 82587 191314153 579695091 9282 0 95915166 587611
NY 264346 733846 36946 328861 328861 0 90439 5887 5LVBQ 80 80 280530685 1548367 182638 92125 191184749 567566247 8315 0 96334012 613336
NY 264346 733846 36946 328230 328230 0 77434 5006 5LVBQ 79 79 279128500 1659567 177934 83259 190660859 579256802 9326 0 95747132 597353
NY 264346 733846 36946 325634 325634 0 107105 6997 5LVBQ 78 78 278800179 1515749 152556 74110 189935073 579369563 6995 0 95776237 610918
NY 264346 733846 36946 327389 327389 0 104413 6824 5LVBQ 79 79 279180512 1522621 166099 76475 190433697 579094084 6400 0 95531132 621345
NY 264346 733846 36946 329804 329804 0 89953 5801 5LVBQ 80 80 281103902 1556624 178813 91341 190479882 565195863 7609 0 96013501 604263
NY 264346 733846 36946 299152 299152 0 121989 14463 6LVBQ 86 86 315615606 1705017 193860 99703 212299971 656608439 10057 0 106244302 548658
NY 264346 733846 36946 298981 298981 0 127663 14986 6LVBQ 85 85 314641849 1670504 169342 78714 204796335 646569815 7593 0 105367029 541475
NY 264346 733846 36946 299009 299009 0 163780 19543 6LVBQ 88 88 319077247 1522827 185102 95858 211887566 655930439 8843 0 107705507 596383
NY 264346 733846 36946 298518 298518 0 129827 15378 6LVBQ 86 86 315515134 1686248 186845 89710 211113960 655735102 10168 0 106202889 554033
NY 264346 733846 36946 299063 299063 0 162545 19184 6LVBQ 88 88 318741783 1533351 177466 90090 212004141 660546826 7163 0 107470325 596847
NY 264346 733846 36946 298983 298983 0 138837 16452 6LVBQ 88 88 316746569 1633252 187672 99621 210651991 658666834 8362 0 106394436 569780
NY 264346 733846 36946 298965 298965 0 122570 14445 6LVBQ 86 86 314569861 1702669 183863 85516 209633228 652670546 9479 0 106001627 541300
NY 264346 733846 36946 299261 299261 0 168170 19920 6LVBQ 87 87 319217813 1554441 166049 77688 210409895 658926280 6644 0 106751659 595460
NY 264346 733846 36946 298720 298720 0 162050 19315 6LVBQ 88 88 319450027 1534702 185763 96052 211696398 655691808 7606 0 107359178 595009
NY 264346 733846 36946 299067 299067 0 177243 21188 6LVBQ 87 87 319596083 1538720 166786 76854 210774245 667445688 7265 0 107518244 604528
NY 264346 733846 36946 299016 264346 34670 1013690 0 1LVBQDK 49 49 141444242 2515425 223372 115887 128001378 289393043 8714 0 44038361 682942
NY 264346 733846 36946 298666 264346 34320 1051556 0 1LVBQDK 50 50 142474476 2522130 225656 118185 128335828 286134306 9360 0 43429516 676479
NY 264346 733846 36946 298782 264346 34436 807131 0 1LVBQDK 50 50 138957253 2639344 229944 121410 129568294 283522017 10232 0 43237072 697853
NY 264346 733846 36946 298723 264346 34377 792766 0 1LVBQDK 50 50 138724716 2632117 227064 118582 127192040 282048683 10162 0 43122799 694403
NY 264346 733846 36946 299170 264346 34824 972502 0 1LVBQDK 48 48 140488529 2570677 214446 99857 124191764 286671854 9514 0 43964002 684136
NY 264346 733846 36946 298787 264346 34441 1017030 0 1LVBQDK 49 49 141552026 2510644 227420 114112 126732372 285127873 10252 0 43463041 674856
NY 264346 733846 36946 299226 264346 34880 832221 0 1LVBQDK 48 48 137824299 2621027 207892 95335 120147562 280378689 9992 0 43432971 681150
NY 264346 733846 36946 299082 264346 34736 780726 0 1LVBQDK 49 49 137990846 2669099 217527 108433 123206599 280173052 10886 0 43062595 688006
NY 264346 733846 36946 299260 264346 34914 892107 0 1LVBQDK 49 49 139847275 2582760 219374 114307 123313829 279280066 8980 0 43046257 683476
NY 264346 733846 36946 299269 264346 34923 845110 0 1LVBQDK 48 48 138376493 2604421 209631 100348 118383809 275345671 9192 0 42736562 669344
NY 264346 733846 36946 299266 264346 34920 1065472 4378 2LVBQDK 55 55 171512387 2292433 191368 96838 132732108 329127805 8744 0 47963272 684241
NY 264346 733846 36946 298632 264346 34286 915306 3704 2LVBQDK 54 54 173036819 2410567 182903 88799 129380566 324505767 10056 0 47619167 671195
NY 264346 733846 36946 299116 264346 34770 1334610 5460 2LVBQDK 55 55 174753171 2117146 178379 95159 133710044 335996841 7024 0 48526633 679333
NY 264346 733846 36946 299273 264346 34927 1092007 4463 2LVBQDK 55 55 171392518 2271975 183833 97703 134626683 331368343 8737 0 48047414 681129
NY 264346 733846 36946 298925 264346 34579 883682 3638 2LVBQDK 55 55 168474824 2470642 195819 99243 133360826 328324729 10092 0 47802449 684725
NY 264346 733846 36946 298972 264346 34626 824021 3331 2LVBQDK 55 55 168442121 2533082 202864 106326 135748731 329588862 11197 0 47576040 686126
NY 264346 733846 36946 298849 264346 34503 1113005 4555 2LVBQDK 56 56 172406878 2208756 198817 108581 139590904 338279194 11843 0 48538541 692922
NY 264346 733846 36946 298073 264346 33727 1024547 4153 2LVBQDK 56 56 170446412 2409231 200446 103972 133264254 324936879 10268 0 47258679 676259
NY 264346 733846 36946 298949 264346 34603 1331359 5466 2LVBQDK 55 55 175648240 2096344 179870 88264 131459234 331189779 6462 0 48291489 672695
NY 264346 733846 36946 299131 264346 34785 915038 3769 2LVBQDK 56 56 169107028 2500723 196351 101633 134094779 325212908 12518 0 47302682 704198
NY 264346 733846 36946 339097 288814 50283 75090 1223 3LVBQDK 63 63 203930197 2580906 202250 101440 151250528 389968326 12235 0 53050164 698398
NY 264346 733846 36946 338857 288643 50214 82020 1331 3LVBQDK 64 64 201859413 2511912 216838 116661 154513026 387268080 12620 0 52486422 715606
NY 264346 733846 36946 338822 288530 50292 78798 1278 3LVBQDK 64 64 203286518 2487386 207964 112402 152511883 386564549 10907 0 52592004 689604
NY 264346 733846 36946 338674 288768 49906 110211 1798 3LVBQDK 62 62 204857294 2249735 171301 84820 149484697 393072053 7561 0 53507077 756853
NY 264346 733846 36946 337440 288308 49132 112155 1833 3LVBQDK 62 62 205176228 2231708 168215 87306 149193915 390322410 8760 0 53304889 749432
NY 264346 733846 36946 340282 289225 51057 94517 1540 3LVBQDK 62 62 205305449 2318135 170618 78802 148975023 396701091 8036 0 53772498 744171
NY 264346 733846 36946 337660 288134 49526 91127 1482 3LVBQDK 62 62 204176661 2389062 186397 87469 149096435 393051290 9139 0 53624094 720006
NY 264346 733846 36946 338919 288604 50315 92769 1513 3LVBQDK 63 63 204253679 2311897 191790 102699 150763820 389102299 10531 0 52982599 711619
NY 264346 733846 36946 339462 289055 50407 80632 1312 3LVBQDK 64 64 204157046 2470058 202443 109509 151025750 385520175 9268 0 52505111 690147
NY 264346 733846 36946 338340 288117 50223 71693 1165 3LVBQDK 62 62 203959795 2559510 195052 93328 149910588 393138197 10533 0 53024016 700034
NY 264346 733846 36946 329781 282891 46890 102957 6837 4LVBQDK 65 65 216251278 2137753 178604 86977 158967841 420000497 10245 0 53945634 746957
NY 264346 733846 36946 329600 282869 46731 76305 4937 4LVBQDK 65 65 215980505 2397198 200192 101530 158340879 414968708 10763 0 53318934 691217
NY 264346 733846 36946 329418 282574 46844 76585 5013 4LVBQDK 65 65 215443694 2453926 195220 92956 155760684 414203137 13383 0 53295725 682158
NY 264346 733846 36946 329888 282866 47022 80186 5274 4LVBQDK 63 63 218032824 2362849 166866 79253 150304803 410093937 9409 0 53312248 673692
NY 264346 733846 36946 328751 282450 46301 68727 4426 4LVBQDK 65 65 215871171 2481332 194573 98086 155611740 412705650 12458 0 53232673 664358
NY 264346 733846 36946 329732 282980 46752 83284 5481 4LVBQDK 66 66 216814918 2282283 199358 105969 161667713 419597171 11613 0 53549915 716720
NY 264346 733846 36946 328901 282583 46318 98108 6531 4LVBQDK 63 63 219505354 2242955 152253 69188 148587821 411510915 7938 0 53577850 683051
NY 264346 733846 36946 329587 283057 46530 78074 5084 4LVBQDK 66 66 216829275 2445605 211603 109911 165097815 425778475 15439 0 54221087 707923
NY 264346 733846 36946 328967 282483 46484 68083 4425 4LVBQDK 66 66 216498137 2527684 208943 105379 161350619 417446060 15102 0 53529670 680360
NY 264346 733846 36946 329188 282912 46276 100068 6645 4LVBQDK 65 65 217033668 2238824 179700 90653 158280720 418095222 10081 0 53715861 721994
NY 264346 733846 36946 328395 281823 46572 77300 5056 5LVBQDK 65 65 220295901 2427687 187801 88171 157398709 421939101 11085 0 53968402 678647
NY 264346 733846 36946 328793 282319 46474 83548 5463 5LVBQDK 66 66 221335178 2309890 192196 97565 163488479 429992765 10447 0 54523563 706308
NY 264346 733846 36946 329448 282787 46661 81217 5327 5LVBQDK 66 66 220994856 2371610 193647 96089 160422244 424021118 10375 0 54127263 703012
NY 264346 733846 36946 328914 282291 46623 76481 5006 5LVBQDK 66 66 220752473 2420270 188805 94232 160381199 426938691 10114 0 54257516 682403
NY 264346 733846 36946 328074 282226 45848 80717 5297 5LVBQDK 66 66 221181923 2391569 201581 102035 163771365 426937618 12286 0 54227200 700293
NY 264346 733846 36946 329297 282206 47091 79151 5203 5LVBQDK 66 66 221160959 2407174 190030 91245 158618887 423043642 10534 0 53983532 672704
NY 264346 733846 36946 328094 281745 46349 73314 4787 5LVBQDK 65 65 220335043 2449735 182202 88268 156477171 420249551 9179 0 53891697 682706
NY 264346 733846 36946 325399 280850 44549 103773 6905 5LVBQDK 65 65 219393435 2176826 166382 82345 157412434 419622495 8568 0 53851553 721755
NY 264346 733846 36946 326153 280453 45700 82995 5489 5LVBQDK 64 64 218767683 2370697 166447 76662 154005326 418933815 8757 0 53871815 687589
NY 264346 733846 36946 332821 284831 47990 69038 4463 5LVBQDK 67 67 223530665 2506265 213966 111640 166952400 430524838 15428 0 54424097 682924
NY 264346 733846 36946 299017 264364 34653 132004 15580 6LVBQDK 70 70 253378361 2548734 182755 92006 170696013 481770719 10480 0 55011271 702129
NY 264346 733846 36946 298926 264373 34553 134890 15972 6LVBQDK 72 72 252536932 2591924 209715 110181 172943693 475281009 14044 0 54946105 703434
NY 264346 733846 36946 298227 264366 33861 150712 18100 6LVBQDK 71 71 253511043 2485950 185178 91359 170410615 479110150 13046 0 55343330 712589
NY 264346 733846 36946 298500 264370 34130 154038 18414 6LVBQDK 72 72 254231554 2484453 201078 106131 170829964 471458414 13809 0 54638448 683633
NY 264346 733846 36946 298990 264367 34623 130351 15372 6LVBQDK 70 70 253051704 2553556 184563 87298 170059018 481964826 11648 0 55058418 676714
NY 264346 733846 36946 298963 264361 34602 131866 15579 6LVBQDK 70 70 253513041 2540661 179630 89947 170203461 483102648 10875 0 54786151 671270
NY 264346 733846 36946 299187 264369 34818 170186 20324 6LVBQDK 72 72 255402091 2324177 187585 96323 169399658 470985626 10038 0 54650471 737599
NY 264346 733846 36946 297998 264372 33626 173287 21077 6LVBQDK 70 70 253804243 2354557 165291 74410 169698512 484903661 10182 0 55586337 730374
NY 264346 733846 36946 299503 264360 35143 175428 21007 6LVBQDK 71 71 254570880 2270662 175456 83867 170274338 476013894 8267 0 55209288 770357
NY 264346 733846 36946 298846 264375 34471 144350 17284 6LVBQDK 73 73 252526386 2564246 217512 117908 173059680 471258266 11637 0 54271872 696527
NY 264346 733846 36946 298977 298977 0 0 0 BINH 102 102 333615580 1360074 172359 82587 247170601 680540488 7979 0 111977303 1489500
NY 264346 733846 36946 298248 298248 0 0 0 BINH 103 103 339250225 1458071 169118 72362 250530024 696087811 8793 0 113826418 1514899
NY 264346 733846 36946 298468 298468 0 0 0 BINH 103 103 335430313 1370702 186729 88504 247759259 679417360 7731 0 111773878 1463064
NY 264346 733846 36946 298671 298671 0 0 0 BINH 104 104 339421729 1462290 188509 84808 254781202 697761550 9345 0 113704408 1527011
NY 264346 733846 36946 298134 298134 0 0 0 BINH 99 99 329466458 1301158 155118 66896 234881363 661097273 5814 0 110030784 1417558
NY 264346 733846 36946 298647 298647 0 0 0 BINH 102 102 333628336 1352250 184815 89534 248269865 682424796 8218 0 112096310 1464602
NY 264346 733846 36946 298814 298814 0 0 0 BINH 105 105 345050356 1518998 187759 85098 254367780 706430239 9726 0 115541691 1567245
NY 264346 733846 36946 299094 299094 0 0 0 BINH 99 99 328299469 1268256 164873 75486 233057655 650635480 6930 0 108803358 1396283
NY 264346 733846 36946 298828 298828 0 0 0 BINH 105 105 345593840 1538803 186084 79145 254271593 707946274 9924 0 115063814 1559416
NY 264346 733846 36946 299134 299134 0 0 0 BINH 101 101 329783374 1290592 173401 83722 241842572 667009944 7991 0 110450620 1426778
NY 264346 733846 36946 264346 264346 33530 0 0 FIBH 140 140 454213589 3764903 249515 115422 347055679 688798701 14160 0 94999668 2343575
NY 264346 733846 36946 264346 264346 33576 0 0 FIBH 141 141 458438679 3906387 251611 111567 347931990 697420693 16817 0 95579108 2433460
NY 264346 733846 36946 264346 264346 34415 0 0 FIBH 148 148 471416404 4347238 312541 149134 368826175 714522694 23402 0 97707288 2546361
NY 264346 733846 36946 264346 264346 34635 0 0 FIBH 150 150 473224984 4037571 325690 159527 370308398 715623419 26433 0 97485378 2560690
NY 264346 733846 36946 264346 264346 34409 0 0 FIBH 147 147 467653258 4257209 296605 134101 360752379 704696549 23345 0 96948534 2517582
NY 264346 733846 36946 264346 264346 34829 0 0 FIBH 143 143 458482536 3824286 280210 140372 348522899 684992992 16531 0 95316216 2482280
NY 264346 733846 36946 264346 264346 34679 0 0 FIBH 141 141 454126432 3743726 264350 124204 348351924 689783411 15847 0 94929994 2429754
NY 264346 733846 36946 264346 264346 34531 0 0 FIBH 143 143 462299141 4018926 254392 109807 348890017 692557028 18662 0 96260315 2508421
NY 264346 733846 36946 264346 264346 34432 0 0 FIBH 145 145 463375854 4137615 275406 123294 352539171 697809481 21451 0 96397030 2432258
NY 264346 733846 36946 264346 264346 34778 0 0 FIBH 142 142 454003142 3685998 278249 142376 348038918 688045400 16182 0 95506942 2415392
BAY 321270 800172 94305 347043 347043 0 1926157 0 1LVBQ 83 83 236612540 3342134 427699 164653 199707418 498260295 23168 0 89979479 847163
BAY 321270 800172 94305 346559 346559 0 2188062 0 1LVBQ 85 85 240929821 3424605 436519 170965 207032113 510630592 21560 0 90803817 846862
BAY 321270 800172 94305 346809 346809 0 1517508 0 1LVBQ 85 85 234506100 3375021 435603 186489 211331334 504035838 28405 0 91322309 881297
BAY 321270 800172 94305 346761 346761 0 2145427 0 1LVBQ 84 84 241214960 3457059 432726 163701 202600118 506171375 21088 0 91179197 850410
BAY 321270 800172 94305 346654 346654 0 2156237 0 1LVBQ 83 83 238804734 3388065 444349 160536 200298450 503435124 19150 0 90471989 848830
BAY 321270 800172 94305 346711 346711 0 2062032 0 1LVBQ 87 87 244991040 3574867 428752 178627 212034877 525979219 26501 0 92921276 872492
BAY 321270 800172 94305 346584 346584 0 2193065 0 1LVBQ 83 83 239805856 3398749 440651 162341 200247694 506523087 19834 0 90556744 846574
BAY 321270 800172 94305 346940 346940 0 2092844 0 1LVBQ 83 83 239809002 3392842 423279 161777 199573284 505035253 22008 0 90590735 844697
BAY 321270 800172 94305 346670 346670 0 1644772 0 1LVBQ 84 84 233478517 3344225 433988 180033 203481485 492737288 22648 0 89485147 866484
BAY 321270 800172 94305 346714 346714 0 2216444 0 1LVBQ 84 84 242704267 3473772 430789 157253 202321187 511196000 20478 0 91629419 853313
BAY 321270 800172 94305 346550 346550 0 2412606 4808 2LVBQ 95 95 332908697 2372551 219385 107793 228086999 699283682 9411 0 130708735 720090
BAY 321270 800172 94305 346876 346876 0 2136017 4486 2LVBQ 94 94 320126910 2607102 214865 101083 224776472 667806451 12942 0 125249331 862135
BAY 321270 800172 94305 346494 346494 0 2718162 5498 2LVBQ 99 99 352129839 2329303 217902 110086 230621708 708372090 10362 0 135750448 722978
BAY 321270 800172 94305 346739 346739 0 2237014 4561 2LVBQ 94 94 324262795 2469497 221730 104197 226611473 674838169 10320 0 126858540 721436
BAY 321270 800172 94305 346508 346508 0 2530801 5077 2LVBQ 99 99 341376204 2330023 218740 104971 230376702 693540456 9298 0 132397882 725990
BAY 321270 800172 94305 346894 346894 0 2028734 4136 2LVBQ 92 92 313524120 2545083 218661 109247 218379825 648688323 13052 0 123013428 703562
BAY 321270 800172 94305 346627 346627 0 2012957 4266 2LVBQ 92 92 312761518 2619085 223623 109809 219497809 652687793 12850 0 123030712 701181
BAY 321270 800172 94305 346631 346631 0 2243737 4643 2LVBQ 95 95 325834615 2546657 238126 120384 231044223 686737348 13149 0 128557185 726172
BAY 321270 800172 94305 346484 346484 0 2229914 4582 2LVBQ 96 96 326829173 2568634 249602 132519 230914479 685277001 14784 0 128854153 736218
BAY 321270 800172 94305 346435 346435 0 2385579 4782 2LVBQ 95 95 332571989 2416507 216038 104275 230519566 697559175 10059 0 129922677 719892
BAY 321270 800172 94305 376620 376620 0 141005 2332 3LVBQ 85 85 284082625 1883824 230499 110330 203904632 587362220 14154 0 100201652 671529
BAY 321270 800172 94305 376694 376694 0 182502 2976 3LVBQ 85 85 286332331 1719895 206618 92259 204131883 592658250 9274 0 100622452 693461
BAY 321270 800172 94305 376684 376684 0 172033 2833 3LVBQ 84 84 285445899 1760796 208010 102690 200205475 588554787 9981 0 100255529 679592
BAY 321270 800172 94305 376797 376797 0 144350 2396 3LVBQ 86 86 286031888 1919093 238673 116202 208024969 592310049 15838 0 100323506 666297
BAY 321270 800172 94305 376685 376685 0 144156 2387 3LVBQ 85 85 284300984 1921522 236681 111224 203462882 584727324 14519 0 100000469 661387
BAY 321270 800172 94305 376421 376421 0 165379 2705 3LVBQ 86 86 286254310 1858569 238244 116760 209618269 595781555 13859 0 100605156 698928
BAY 321270 800172 94305 376885 376885 0 185806 3088 3LVBQ 83 83 285086577 1753076 198259 87717 197383474 591294536 10145 0 100653638 680088
BAY 321270 800172 94305 376771 376771 0 137129 2270 3LVBQ 85 85 283984300 1902308 236625 110949 205396621 587622714 14344 0 100331836 667533
BAY 321270 800172 94305 376622 376622 0 159588 2651 3LVBQ 84 84 284567791 1857556 213506 97078 200331163 588260333 11141 0 100388511 669819
BAY 321270 800172 94305 376627 376627 0 168204 2775 3LVBQ 84 84 284698046 1757278 204479 96959 200522234 585791127 11595 0 100157148 678679
BAY 321270 800172 94305 580067 580067 0 67085 2321 4LVBQ 123 123 432824296 2925999 267361 124280 292852268 889306741 17941 0 150357853 881432
BAY 321270 800172 94305 584448 584448 0 67312 2319 4LVBQ 124 124 435440143 2934864 266889 123960 291252340 885862396 17434 0 152237758 879214
BAY 321270 800172 94305 586462 586462 0 81961 2820 4LVBQ 124 124 437709973 2753929 241921 111377 290818867 891936040 12948 0 151792921 903262
BAY 321270 800172 94305 583749 583749 0 92604 3187 4LVBQ 122 122 435832938 2595387 217998 102332 290456461 896575053 9552 0 151968845 903530
BAY 321270 800172 94305 586796 586796 0 82922 2851 4LVBQ 124 124 437435074 2755215 238308 112355 291304629 898051809 12821 0 152441575 914099
BAY 321270 800172 94305 576877 576877 0 91143 3094 4LVBQ 121 121 429615642 2491083 212631 93792 285418304 873192825 9212 0 148776019 903995
BAY 321270 800172 94305 582672 582672 0 93419 3229 4LVBQ 122 122 432848511 2588581 209164 86134 289196938 892996836 8618 0 150590883 886186
BAY 321270 800172 94305 580082 580082 0 91067 3114 4LVBQ 121 121 430755697 2499340 209993 88827 285074232 875095590 8415 0 149188222 910841
BAY 321270 800172 94305 580470 580470 0 88781 3025 4LVBQ 124 124 432433190 2543956 218866 108635 290814338 895489512 9527 0 150419432 921123
BAY 321270 800172 94305 578820 578820 0 84113 2911 4LVBQ 121 121 430649046 2604996 210076 85904 287171151 884252155 10101 0 149950481 871235
BAY 321270 800172 94305 369474 369474 0 184769 12472 5LVBQ 93 93 318684761 1678682 237209 112768 219667655 648997222 12073 0 108403781 717417
BAY 321270 800172 94305 368359 368359 0 206348 13526 5LVBQ 93 93 317862120 1472465 210141 103986 216768071 646938787 7825 0 108143288 751683
BAY 321270 800172 94305 368567 368567 0 161729 10574 5LVBQ 91 91 315320612 1683603 213255 96186 212423023 640848947 11525 0 107755600 683502
BAY 321270 800172 94305 368496 368496 0 167802 10980 5LVBQ 91 91 314793847 1666021 228605 103798 214027765 643287201 11166 0 107833553 709388
BAY 321270 800172 94305 368109 368109 0 162948 10610 5LVBQ 90 90 315029797 1643468 210473 91517 212176055 638922433 12013 0 108045250 686913
BAY 321270 800172 94305 368498 368498 0 166628 10800 5LVBQ 91 91 315901768 1647273 214932 105677 211653586 639008473 11491 0 107470613 696591
BAY 321270 800172 94305 368128 368128 0 191866 12540 5LVBQ 93 93 317644496 1554458 209634 103707 218149319 647652442 8159 0 108389974 734113
BAY 321270 800172 94305 369638 369638 0 176820 11587 5LVBQ 92 92 316892838 1598012 213064 92864 217827574 654749225 9303 0 109302391 715822
BAY 321270 800172 94305 371255 371255 0 187725 12692 5LVBQ 94 94 320198503 1709404 243522 121304 227778601 662698598 14374 0 109863683 734303
BAY 321270 800172 94305 371539 371539 0 171766 11420 5LVBQ 94 94 319694238 1704030 239412 119192 227279370 664552010 13485 0 109920956 731404
BAY 321270 800172 94305 346672 346672 0 248491 30264 6LVBQ 103 103 372175783 1784587 224021 96099 241900502 758150857 12261 0 123925556 693833
BAY 321270 800172 94305 346803 346803 0 308126 38063 6LVBQ 104 104 376757982 1641898 211456 95963 249146665 784173279 10021 0 126634859 756103
BAY 321270 800172 94305 346834 346834 0 322371 40080 6LVBQ 105 105 379042950 1649937 207357 100126 249397338 782144774 10143 0 127545830 768099
