nome n m c fila cpu_time wall_time l1 l2 llc cycles inst dtlb page_faults rss branch_inst branch_miss
CAL 1890815 4657742 215354 FIBH 1247 1247 43249691 23803039 1742789 5320806993 8848236049 1060423 0 447852 1014466773 22236491
CAL 1890815 4657742 215354 FIBH 1246 1246 43447938 23931788 1699785 5311150245 8845754304 1069690 0 447852 1014466758 22216663
CAL 1890815 4657742 215354 FIBH 1245 1245 43046851 23814791 1742819 5306700500 8845754519 1068632 0 447852 1014466804 22231780
CAL 1890815 4657742 215354 FIBH 1246 1246 43100215 23837356 1738929 5318017407 8845754389 1085480 0 447852 1014466750 22227386
COL 435666 1057066 137384 1LVBQ 159 159 7413937 6251696 352168 668479256 1369577408 112645 0 447852 191774129 1435905
COL 435666 1057066 137384 1LVBQ 160 160 7415015 6257503 349713 663544376 1369625536 112697 0 447852 191785806 1434469
COL 435666 1057066 137384 1LVBQ 158 158 7415480 6260384 341545 664715996 1369625649 112663 0 447852 191785838 1435735
COL 435666 1057066 137384 1LVBQ 158 158 7396965 6238152 342701 664430788 1369625283 111336 0 447852 191785722 1435488
COL 435666 1057066 137384 1LVBQ 160 160 7416832 6258501 350812 659453374 1369625230 112964 0 447852 191785745 1435224
COL 435666 1057066 137384 1LVBQ 160 160 7409707 6257403 342906 661202081 1369626253 112165 0 447852 191786027 1436130
COL 435666 1057066 137384 1LVBQ 158 158 7418512 6260957 343933 661132336 1369625773 112573 0 447852 191785884 1436009
COL 435666 1057066 137384 1LVBQ 161 161 7419926 6264539 345073 663202896 1369625825 113622 0 447852 191785878 1436159
COL 435666 1057066 137384 1LVBQ 160 160 7405059 6259450 355442 660482759 1369626177 111979 0 447852 191785974 1434764
COL 435666 1057066 137384 1LVBQ 158 158 7405306 6250984 342586 664347612 1369626351 113495 0 447852 191786010 1435849
COL 435666 1057066 137384 2LVBQ 180 180 5934610 2597880 172072 743207654 1953608178 58503 0 447852 290333145 1777738
COL 435666 1057066 137384 2LVBQ 181 181 5938018 2587010 176499 739672164 1953657112 58752 0 447852 290340706 1777515
COL 435666 1057066 137384 2LVBQ 182 182 5928964 2577271 175051 747219307 1953613724 58534 0 447852 290332419 1777614
COL 435666 1057066 137384 2LVBQ 180 180 5922239 2589474 172682 743862899 1953580816 59068 0 447852 290327107 1778800
COL 435666 1057066 137384 2LVBQ 181 181 5915892 2586002 176607 742792055 1953647345 58314 0 447852 290338318 1779699
COL 435666 1057066 137384 2LVBQ 183 183 5925371 2581082 174941 752021619 1953662419 57579 0 447852 290343054 1781589
COL 435666 1057066 137384 2LVBQ 181 181 5929643 2577973 177041 753886465 1953663922 56741 0 447852 290342305 1782079
COL 435666 1057066 137384 2LVBQ 182 182 5901366 2569713 172371 750910226 1953636559 57049 0 447852 290337306 1781909
COL 435666 1057066 137384 2LVBQ 184 184 5926778 2583632 179698 753611945 1953622859 57171 0 447852 290333523 1785079
COL 435666 1057066 137384 2LVBQ 182 182 5936326 2585827 172628 756032490 1953670966 57116 0 447852 290343960 1783608
COL 435666 1057066 137384 3LVBQ 142 142 3447956 2215687 178807 582368046 1392839331 53312 0 447852 188942157 1316556
COL 435666 1057066 137384 3LVBQ 139 139 3492617 2228335 176066 579993846 1392821702 51432 0 447852 188937993 1313605
COL 435666 1057066 137384 3LVBQ 142 142 3419619 2205913 177251 581842009 1392822757 50771 0 447852 188937499 1314422
COL 435666 1057066 137384 3LVBQ 139 139 3414706 2201265 174636 580829776 1392816480 50109 0 447852 188936460 1312870
COL 435666 1057066 137384 3LVBQ 141 141 3473620 2226207 180386 578803429 1392817467 50972 0 447852 188936705 1312861
COL 435666 1057066 137384 3LVBQ 141 141 3416387 2195508 173208 580994342 1392828358 51015 0 447852 188939171 1313708
COL 435666 1057066 137384 3LVBQ 141 141 3428563 2204374 179307 582832919 1392827414 50894 0 447852 188939031 1311919
COL 435666 1057066 137384 3LVBQ 140 140 3443439 2199870 171184 583576938 1392821839 50984 0 447852 188938149 1312770
COL 435666 1057066 137384 3LVBQ 140 140 3439859 2207823 174353 582080364 1392830093 52453 0 447852 188939766 1314230
COL 435666 1057066 137384 3LVBQ 140 140 3442449 2197485 171232 581930767 1392822481 50930 0 447852 188938160 1314466
COL 435666 1057066 137384 4LVBQ 174 174 4141042 2276473 176475 714337729 1791416608 52285 0 447852 242102276 1439217
COL 435666 1057066 137384 4LVBQ 174 174 4127915 2266881 173760 713046621 1791403546 52390 0 447852 242099104 1439666
COL 435666 1057066 137384 4LVBQ 175 175 4229572 2295337 171124 715140550 1791413043 52353 0 447852 242101343 1438853
COL 435666 1057066 137384 4LVBQ 172 172 4171961 2276925 178028 716460429 1791415918 53127 0 447852 242101522 1438576
COL 435666 1057066 137384 4LVBQ 174 174 4144425 2270532 173512 713643636 1791413821 54005 0 447852 242101869 1439190
COL 435666 1057066 137384 4LVBQ 172 173 4179139 2276681 172273 717183943 1791408388 53465 0 447852 242100045 1438667
COL 435666 1057066 137384 4LVBQ 174 175 4151144 2268843 172786 716274963 1791417378 52840 0 447852 242102508 1438408
COL 435666 1057066 137384 4LVBQ 173 173 4151609 2266062 175538 712083736 1791418618 52691 0 447852 242102377 1437515
COL 435666 1057066 137384 4LVBQ 175 175 4276402 2325711 172181 717758875 1791412311 52067 0 447852 242101170 1438472
COL 435666 1057066 137384 4LVBQ 175 175 4290664 2313471 169419 723940522 1791403419 53229 0 447852 242098864 1437729
COL 435666 1057066 137384 5LVBQ 155 155 3202600 2153872 179049 639767414 1572477588 52230 0 447852 207883201 1452651
COL 435666 1057066 137384 5LVBQ 157 157 3199209 2155318 178817 644971633 1572478267 51367 0 447852 207883304 1452057
COL 435666 1057066 137384 5LVBQ 155 155 3190741 2146693 177188 643193571 1572475010 51451 0 447852 207882449 1450009
COL 435666 1057066 137384 5LVBQ 157 157 3201167 2156458 178726 643459322 1572478850 50623 0 447852 207883287 1442205
COL 435666 1057066 137384 5LVBQ 155 155 3214088 2166365 179275 645721892 1572476694 51572 0 447852 207882806 1441860
COL 435666 1057066 137384 5LVBQ 157 157 3189963 2136755 176900 641709471 1572475807 50771 0 447852 207882701 1440794
COL 435666 1057066 137384 5LVBQ 155 155 3188057 2149636 174015 644847311 1572479563 51365 0 447852 207883299 1442395
COL 435666 1057066 137384 5LVBQ 155 155 3250942 2174887 177100 643896143 1572479994 51983 0 447852 207883389 1441138
COL 435666 1057066 137384 5LVBQ 155 155 3179571 2146652 181526 643190936 1572476309 51167 0 447852 207882763 1441393
COL 435666 1057066 137384 5LVBQ 156 156 3184861 2140484 179529 640925616 1572477432 51286 0 447852 207882917 1441128
COL 435666 1057066 137384 6LVBQ 158 158 3150462 2161071 173182 654803091 1603539454 50831 0 447852 210833436 1510494
COL 435666 1057066 137384 6LVBQ 158 158 3123962 2138680 172820 654633057 1603538101 51303 0 447852 210833045 1508475
COL 435666 1057066 137384 6LVBQ 160 160 3139775 2151131 176185 656074324 1603541350 51275 0 447852 210833940 1503440
COL 435666 1057066 137384 6LVBQ 157 157 3135512 2147163 172883 656093640 1603538650 51128 0 447852 210833265 1503494
COL 435666 1057066 137384 6LVBQ 159 159 3136268 2155063 175003 653318756 1603543872 51934 0 447852 210834711 1503389
COL 435666 1057066 137384 6LVBQ 157 157 3182273 2174898 172374 652985634 1603541249 50440 0 447852 210833807 1502290
COL 435666 1057066 137384 6LVBQ 160 160 3119710 2145625 175872 653732944 1603539524 50711 0 447852 210833408 1503286
COL 435666 1057066 137384 6LVBQ 160 160 3121176 2139715 173955 654056478 1603537659 50598 0 447852 210833035 1503092
COL 435666 1057066 137384 6LVBQ 157 157 3147657 2156129 172824 655794659 1603542645 50797 0 447852 210834318 1503534
COL 435666 1057066 137384 6LVBQ 159 159 3116399 2148665 177727 653213222 1603537710 50402 0 447852 210833007 1503392
COL 435666 1057066 137384 1LVBQDK 114 114 6202917 3914416 245963 471031573 964129680 65046 0 447852 121485412 1209065
COL 435666 1057066 137384 1LVBQDK 112 112 6217848 3921910 240375 470702222 964129389 63910 0 447852 121485327 1208385
COL 435666 1057066 137384 1LVBQDK 112 112 6210972 3910572 236952 468824906 964129364 63733 0 447852 121485331 1208495
COL 435666 1057066 137384 1LVBQDK 112 112 6203580 3912469 244804 472020333 964129844 65193 0 447852 121485441 1208789
COL 435666 1057066 137384 1LVBQDK 111 111 6218996 3922415 241046 472439475 964129742 64957 0 447852 121485416 1208312
COL 435666 1057066 137384 1LVBQDK 111 111 6206065 3912676 241801 469991056 964129999 63976 0 447852 121485481 1208180
COL 435666 1057066 137384 1LVBQDK 111 111 6194589 3903290 246098 473903214 964129887 66134 0 447852 121485454 1208040
COL 435666 1057066 137384 1LVBQDK 112 112 6188266 3906779 243953 473556178 964129758 63889 0 447852 121485421 1208164
COL 435666 1057066 137384 1LVBQDK 112 112 6205703 3916613 245089 472047780 964129702 62898 0 447852 121485410 1208248
COL 435666 1057066 137384 1LVBQDK 111 111 6209183 3916033 246499 474227729 964130095 63870 0 447852 121485505 1208591
COL 435666 1057066 137384 2LVBQDK 119 119 5346672 2697409 202368 499928330 1055219656 63209 0 447852 128344545 1337363
COL 435666 1057066 137384 2LVBQDK 119 119 5352010 2695549 202930 499060595 1055220205 61184 0 447852 128344662 1328733
COL 435666 1057066 137384 2LVBQDK 118 118 5346706 2685996 201209 502636084 1055220102 63514 0 447852 128344645 1328409
COL 435666 1057066 137384 2LVBQDK 119 119 5353479 2692865 204793 501508632 1055220302 64434 0 447852 128344688 1327984
COL 435666 1057066 137384 2LVBQDK 118 119 5348885 2688738 201945 499833480 1055220301 60961 0 447852 128344691 1328568
COL 435666 1057066 137384 2LVBQDK 118 118 5338274 2682027 200399 498933638 1055220360 61493 0 447852 128344706 1327689
COL 435666 1057066 137384 2LVBQDK 118 118 5351442 2688579 201568 498213355 1055220640 64096 0 447852 128344771 1327906
COL 435666 1057066 137384 2LVBQDK 118 118 5349464 2684876 202227 501469297 1055220105 60356 0 447852 128344632 1328206
COL 435666 1057066 137384 2LVBQDK 120 120 5357923 2689483 201924 502910104 1055220097 64109 0 447852 128344645 1327712
COL 435666 1057066 137384 2LVBQDK 118 118 5351244 2691806 203015 500648824 1055220468 61799 0 447852 128344735 1327658
COL 435666 1057066 137384 3LVBQDK 125 125 4989270 2793105 200668 526315367 1118191374 62029 0 447852 127625775 1605537
COL 435666 1057066 137384 3LVBQDK 125 125 4996518 2789334 196720 526066524 1118191546 62751 0 447852 127625800 1592263
COL 435666 1057066 137384 3LVBQDK 125 125 4989657 2791132 199314 527573409 1118191676 63645 0 447852 127625840 1582842
COL 435666 1057066 137384 3LVBQDK 125 125 5003708 2794461 197456 526398364 1118191586 61749 0 447852 127625813 1584919
COL 435666 1057066 137384 3LVBQDK 125 125 5007135 2799054 199339 524733198 1118192240 60800 0 447852 127625977 1579874
COL 435666 1057066 137384 3LVBQDK 124 124 4990334 2785643 199615 526475556 1118191780 65068 0 447852 127625859 1580131
COL 435666 1057066 137384 3LVBQDK 125 125 4999778 2791796 201616 526353419 1118192238 62170 0 447852 127625975 1580725
COL 435666 1057066 137384 3LVBQDK 125 125 4994597 2792142 201665 526151940 1118191781 63768 0 447852 127625860 1581023
COL 435666 1057066 137384 3LVBQDK 125 125 5002846 2798967 200668 524068116 1118192239 64746 0 447852 127625976 1589380
COL 435666 1057066 137384 3LVBQDK 125 125 4992573 2791903 202467 525996175 1118191781 60060 0 447852 127625860 1582185
COL 435666 1057066 137384 4LVBQDK 152 152 6409867 2982234 195692 639388404 1453253332 69382 0 447852 166791044 1651581
COL 435666 1057066 137384 4LVBQDK 153 153 6400209 2980109 198487 640929889 1453253588 66109 0 447852 166791091 1653724
COL 435666 1057066 137384 4LVBQDK 153 153 6402015 2979073 197302 640588438 1453253717 65687 0 447852 166791130 1653080
COL 435666 1057066 137384 4LVBQDK 152 152 6409909 2978480 193966 636989374 1453253625 64523 0 447852 166791101 1641484
COL 435666 1057066 137384 4LVBQDK 152 152 6406539 2975511 196090 638285706 1453254279 69088 0 447852 166791265 1642403
COL 435666 1057066 137384 4LVBQDK 152 152 6415198 2982814 193586 637445279 1453253820 66139 0 447852 166791148 1644890
COL 435666 1057066 137384 4LVBQDK 152 152 6426218 2992619 196940 638392078 1453254278 63757 0 447852 166791264 1644934
COL 435666 1057066 137384 4LVBQDK 152 152 6391699 2967082 196141 638143690 1453253821 64958 0 447852 166791149 1642480
COL 435666 1057066 137384 4LVBQDK 152 152 6404993 2982930 197330 638316905 1453254279 69618 0 447852 166791265 1639833
COL 435666 1057066 137384 4LVBQDK 152 152 6405656 2979703 197027 639057643 1453253820 63047 0 447852 166791148 1643400
COL 435666 1057066 137384 5LVBQDK 137 137 4954993 2803691 195619 574206695 1239591828 63707 0 447852 132621850 1731868
COL 435666 1057066 137384 5LVBQDK 136 136 4967773 2809092 196348 570720263 1239592082 64854 0 447852 132621895 1739144
COL 435666 1057066 137384 5LVBQDK 137 137 4959522 2802127 194872 574288683 1239592213 64636 0 447852 132621936 1732423
COL 435666 1057066 137384 5LVBQDK 136 136 4968774 2812197 196661 572497024 1239592122 66596 0 447852 132621908 1726091
COL 435666 1057066 137384 5LVBQDK 137 137 4962748 2804651 197643 574438714 1239592775 63339 0 447852 132622071 1729383
COL 435666 1057066 137384 5LVBQDK 137 137 4962218 2807799 196722 575235521 1239592318 66106 0 447852 132621956 1727246
COL 435666 1057066 137384 5LVBQDK 137 137 4978369 2820160 194853 573480137 1239592775 64612 0 447852 132622071 1738612
COL 435666 1057066 137384 5LVBQDK 137 137 4959823 2801475 196775 573908629 1239592317 61115 0 447852 132621955 1734518
COL 435666 1057066 137384 5LVBQDK 137 137 4963794 2803427 194458 574907843 1239592776 63585 0 447852 132622072 1740057
COL 435666 1057066 137384 5LVBQDK 137 137 4960719 2809224 197032 574433417 1239592317 66228 0 447852 132621955 1716866
COL 435666 1057066 137384 6LVBQDK 139 139 4878625 2813289 193223 583291233 1262209681 62205 0 447852 134627737 1789843
COL 435666 1057066 137384 6LVBQDK 139 139 4886933 2814441 193079 584842372 1262209935 65824 0 447852 134627782 1806824
COL 435666 1057066 137384 6LVBQDK 139 139 4864890 2803451 193423 581977037 1262210066 63845 0 447852 134627823 1798803
COL 435666 1057066 137384 6LVBQDK 139 139 4884436 2815999 191061 585408400 1262209975 65494 0 447852 134627795 1808146
COL 435666 1057066 137384 6LVBQDK 139 139 4893815 2817089 195122 582880172 1262210627 66590 0 447852 134627957 1798207
COL 435666 1057066 137384 6LVBQDK 139 139 4870412 2805747 195865 583273482 1262210170 67550 0 447852 134627842 1790837
COL 435666 1057066 137384 6LVBQDK 139 139 4880579 2811234 194808 581388758 1262210628 67345 0 447852 134627958 1797512
COL 435666 1057066 137384 6LVBQDK 139 139 4872588 2807915 193405 583990557 1262210170 65763 0 447852 134627842 1784381
COL 435666 1057066 137384 6LVBQDK 139 139 4895870 2811435 192117 585524416 1262210628 66116 0 447852 134627958 1795145
COL 435666 1057066 137384 6LVBQDK 139 139 4865444 2804338 193254 583803415 1262210169 62994 0 447852 134627841 1796505
COL 435666 1057066 137384 BINH 183 183 2742346 1936798 178670 768903701 1723552272 47923 0 447852 223313671 4509723
COL 435666 1057066 137384 BINH 184 184 2742465 1932532 178939 774826351 1723552585 52073 0 447852 223313730 4509118
COL 435666 1057066 137384 BINH 183 183 2754704 1938090 178814 771911631 1723552772 48744 0 447852 223313776 4507627
COL 435666 1057066 137384 BINH 183 183 2744143 1935186 179766 771426890 1723552873 48545 0 447852 223313806 4506607
COL 435666 1057066 137384 BINH 183 183 2744734 1934401 178204 772314163 1723552623 52876 0 447852 223313741 4504664
COL 435666 1057066 137384 BINH 183 183 2745332 1933331 177738 770118849 1723552818 49269 0 447852 223313797 4505968
COL 435666 1057066 137384 BINH 183 183 2754203 1936566 177113 771311849 1723552623 48279 0 447852 223313741 4506897
COL 435666 1057066 137384 BINH 183 183 2745876 1936547 178297 770271307 1723552817 47692 0 447852 223313796 4507293
COL 435666 1057066 137384 BINH 184 184 2748753 1939297 177893 771970158 1723552624 52020 0 447852 223313742 4506203
COL 435666 1057066 137384 BINH 183 183 2748642 1936803 179077 772756769 1723552818 47545 0 447852 223313797 4510120
COL 435666 1057066 137384 FIBH 257 257 7234560 4042940 258399 1095734951 1932950771 97139 0 447852 224162075 4839610
COL 435666 1057066 137384 FIBH 257 257 7232140 4036231 260417 1096813583 1932957855 101174 0 447852 224163695 4883101
COL 435666 1057066 137384 FIBH 257 257 7228649 4026783 259383 1097013037 1932958317 104008 0 447852 224163846 4865456
COL 435666 1057066 137384 FIBH 261 261 7692086 4099769 254710 1111898533 1932958150 104220 0 447852 224163789 4979506
COL 435666 1057066 137384 FIBH 256 256 7643029 4111333 252214 1089587518 1932957506 97805 0 447852 224163619 4827626
COL 435666 1057066 137384 FIBH 257 257 7289121 4040606 263692 1096465776 1932958317 98293 0 447852 224163834 4831507
COL 435666 1057066 137384 FIBH 262 262 7386563 4054409 263713 1110590082 1932957980 95557 0 447852 224163771 4901976
COL 435666 1057066 137384 FIBH 256 256 7243778 4026531 258326 1093369613 1932957821 100029 0 447852 224163690 4838224
COL 435666 1057066 137384 FIBH 258 258 7607735 4097809 257075 1097653377 1932957722 102627 0 447852 224163677 4838935
COL 435666 1057066 137384 FIBH 258 258 7516172 4089282 258866 1099597667 1932957986 100415 0 447852 224163755 4936278
FLA 1070376 2712798 214013 1LVBQ 359 359 17034708 13242447 777472 1501436941 3036036775 255521 0 447852 426020389 3468976
FLA 1070376 2712798 214013 1LVBQ 358 358 17075847 13233725 759041 1497780173 3036059307 255372 0 447852 426026206 3474155
FLA 1070376 2712798 214013 1LVBQ 358 358 17069885 13263190 770623 1488740452 3036059653 256457 0 447852 426026312 3471893
FLA 1070376 2712798 214013 1LVBQ 358 358 17070090 13246098 762819 1496677501 3036059600 255277 0 447852 426026244 3471589
FLA 1070376 2712798 214013 1LVBQ 360 360 17063162 13260194 761758 1496421399 3036059356 254595 0 447852 426026229 3471250
FLA 1070376 2712798 214013 1LVBQ 357 357 17054090 13238160 769984 1495155674 3036059742 255120 0 447852 426026293 3471664
FLA 1070376 2712798 214013 1LVBQ 358 358 17058438 13238883 759442 1498620943 3036059063 255878 0 447852 426026119 3470806
FLA 1070376 2712798 214013 1LVBQ 358 358 17081982 13248802 772856 1500043045 3036059588 257287 0 447852 426026270 3497880
FLA 1070376 2712798 214013 1LVBQ 359 359 17068093 13241762 777924 1502606626 3036058979 256118 0 447852 426026114 3471778
FLA 1070376 2712798 214013 1LVBQ 360 360 17068894 13242122 763707 1496982545 3036058392 255050 0 447852 426025962 3469891
FLA 1070376 2712798 214013 2LVBQ 415 415 14042909 6174042 420351 1710270257 4394882811 156633 0 447852 651379550 4409291
FLA 1070376 2712798 214013 2LVBQ 413 413 13998435 6182174 416287 1708868725 4394884631 155530 0 447852 651379129 4410074
FLA 1070376 2712798 214013 2LVBQ 416 416 14025280 6160152 415484 1706634265 4394876811 154974 0 447852 651376118 4411801
FLA 1070376 2712798 214013 2LVBQ 415 415 14011693 6168072 420612 1708732026 4394870619 155736 0 447852 651373176 4414097
FLA 1070376 2712798 214013 2LVBQ 413 414 13994499 6165306 417731 1708278498 4394852088 153393 0 447852 651369495 4410446
FLA 1070376 2712798 214013 2LVBQ 415 415 14016061 6159095 417118 1712715010 4394872668 156231 0 447852 651374161 4409512
FLA 1070376 2712798 214013 2LVBQ 415 416 13989552 6162772 414023 1708080387 4394866784 155328 0 447852 651373066 4411311
FLA 1070376 2712798 214013 2LVBQ 413 413 14057656 6171085 418299 1701795330 4394866610 155121 0 447852 651373124 4410717
FLA 1070376 2712798 214013 2LVBQ 412 413 14057650 6178125 415853 1706555529 4394871595 154358 0 447852 651374612 4413930
FLA 1070376 2712798 214013 2LVBQ 415 415 14041863 6181516 422331 1706407020 4394927045 154763 0 447852 651384064 4411649
FLA 1070376 2712798 214013 3LVBQ 353 353 8467092 5378466 415627 1456144518 3521245311 137831 0 447852 478702319 3203895
FLA 1070376 2712798 214013 3LVBQ 353 353 8478396 5367652 415318 1459902019 3521252291 139195 0 447852 478704334 3203899
FLA 1070376 2712798 214013 3LVBQ 355 355 8461393 5380705 417791 1461105139 3521246199 138324 0 447852 478703003 3201327
FLA 1070376 2712798 214013 3LVBQ 354 354 8488008 5387874 414483 1458109001 3521250247 136914 0 447852 478703613 3201095
FLA 1070376 2712798 214013 3LVBQ 351 351 8446068 5369387 411232 1453912958 3521244957 139144 0 447852 478702644 3201671
FLA 1070376 2712798 214013 3LVBQ 351 351 8402019 5340813 417057 1458190849 3521251844 139062 0 447852 478704313 3201078
FLA 1070376 2712798 214013 3LVBQ 351 351 8465038 5352418 414172 1456088776 3521253439 138080 0 447852 478704628 3198014
FLA 1070376 2712798 214013 3LVBQ 352 352 8462960 5366040 412258 1456654056 3521255213 137372 0 447852 478705342 3201366
FLA 1070376 2712798 214013 3LVBQ 354 354 8472534 5373657 414081 1456826785 3521255557 137578 0 447852 478705025 3199549
FLA 1070376 2712798 214013 3LVBQ 353 353 8372796 5356280 417855 1460541290 3521246981 137677 0 447852 478702930 3199177
FLA 1070376 2712798 214013 4LVBQ 471 471 11607347 5738573 426329 1942273319 4939312774 149027 0 447852 669351087 3729779
FLA 1070376 2712798 214013 4LVBQ 472 472 11723019 5775288 424153 1948383246 4939315732 151672 0 447852 669352093 3729576
FLA 1070376 2712798 214013 4LVBQ 472 472 11702300 5752110 423229 1938599029 4939311312 150046 0 447852 669350686 3729772
FLA 1070376 2712798 214013 4LVBQ 474 474 11626483 5735034 426421 1945448056 4939310700 151042 0 447852 669350881 3729915
FLA 1070376 2712798 214013 4LVBQ 471 471 11487910 5693597 427244 1950921820 4939310135 149714 0 447852 669350837 3729965
FLA 1070376 2712798 214013 4LVBQ 471 471 11620797 5746069 425009 1941326565 4939311384 150204 0 447852 669351021 3734438
FLA 1070376 2712798 214013 4LVBQ 472 472 11501363 5701911 429454 1946358774 4939315683 147935 0 447852 669352050 3729146
FLA 1070376 2712798 214013 4LVBQ 471 471 11670455 5749438 426010 1942723135 4939317333 150898 0 447852 669352504 3730021
FLA 1070376 2712798 214013 4LVBQ 472 472 11678810 5745265 425137 1948113918 4939313140 150327 0 447852 669351341 3729347
FLA 1070376 2712798 214013 4LVBQ 472 472 11552359 5723940 426890 1944229530 4939317437 149615 0 447852 669352524 3729899
FLA 1070376 2712798 214013 5LVBQ 381 381 7827275 5223915 424153 1571221512 3866355876 137682 0 447852 513010323 3333259
FLA 1070376 2712798 214013 5LVBQ 381 381 7870847 5240352 414091 1571886807 3866355105 138820 0 447852 513010246 3331850
FLA 1070376 2712798 214013 5LVBQ 382 383 7845674 5233730 423044 1566981289 3866355004 137596 0 447852 513010218 3330670
FLA 1070376 2712798 214013 5LVBQ 377 377 7868513 5231743 413997 1567023421 3866354929 136577 0 447852 513010216 3329729
FLA 1070376 2712798 214013 5LVBQ 378 378 7868874 5235520 418864 1569000273 3866353573 137146 0 447852 513009866 3332111
FLA 1070376 2712798 214013 5LVBQ 379 379 7855815 5248498 418156 1563891173 3866354919 136638 0 447852 513010202 3332650
FLA 1070376 2712798 214013 5LVBQ 378 378 7862896 5230045 418260 1569563571 3866355446 137699 0 447852 513010492 3331788
FLA 1070376 2712798 214013 5LVBQ 382 382 7834123 5250046 424957 1566936461 3866354873 136524 0 447852 513010247 3331893
FLA 1070376 2712798 214013 5LVBQ 381 381 7844915 5236233 420170 1569749756 3866356664 137489 0 447852 513010553 3331747
FLA 1070376 2712798 214013 5LVBQ 377 377 7804493 5223778 418651 1566713800 3866355327 135200 0 447852 513010244 3332782
FLA 1070376 2712798 214013 6LVBQ 383 383 7837677 5229525 417562 1582216548 3894000790 136188 0 447852 513740773 3448990
FLA 1070376 2712798 214013 6LVBQ 382 382 7792505 5208859 418199 1587047953 3894003636 137105 0 447852 513741547 3448434
FLA 1070376 2712798 214013 6LVBQ 383 384 7809415 5222937 420398 1583282071 3894008505 137512 0 447852 513742695 3448742
FLA 1070376 2712798 214013 6LVBQ 383 383 7796990 5215269 417486 1589141472 3893999214 137016 0 447852 513740491 3445774
FLA 1070376 2712798 214013 6LVBQ 383 383 7847959 5229089 414280 1583404766 3894000541 136457 0 447852 513740791 3446393
FLA 1070376 2712798 214013 6LVBQ 381 381 7814306 5216539 415527 1580182999 3894000693 137502 0 447852 513740697 3446105
FLA 1070376 2712798 214013 6LVBQ 382 382 7812522 5226061 416234 1582312687 3893999705 138017 0 447852 513740605 3447292
FLA 1070376 2712798 214013 6LVBQ 381 381 7825980 5216772 410658 1576943747 3894000476 135478 0 447852 513740662 3446713
FLA 1070376 2712798 214013 6LVBQ 383 383 7831972 5218097 415647 1581344219 3894000482 137063 0 447852 513740673 3446170
FLA 1070376 2712798 214013 6LVBQ 382 382 7802417 5213696 414752 1583695498 3894000441 136181 0 447852 513740679 3446357
FLA 1070376 2712798 214013 1LVBQDK 270 270 14981679 8639827 542604 1132646636 2338136679 168478 0 447852 298863752 3038567
FLA 1070376 2712798 214013 1LVBQDK 272 272 14978646 8627027 547145 1139467193 2338136530 167186 0 447852 298863697 3038684
FLA 1070376 2712798 214013 1LVBQDK 268 268 14985206 8635726 545622 1136214959 2338136108 165287 0 447852 298863595 3037848
FLA 1070376 2712798 214013 1LVBQDK 269 269 14993289 8650959 545480 1133820191 2338136619 166253 0 447852 298863720 3038219
FLA 1070376 2712798 214013 1LVBQDK 269 269 14963913 8634595 543053 1134686646 2338136117 165700 0 447852 298863600 3037853
FLA 1070376 2712798 214013 1LVBQDK 270 270 14960704 8627192 547316 1136751715 2338136620 164619 0 447852 298863721 3038407
FLA 1070376 2712798 214013 1LVBQDK 268 268 14959449 8632565 544763 1136286561 2338136115 163409 0 447852 298863598 3038013
FLA 1070376 2712798 214013 1LVBQDK 270 270 14986190 8645198 547463 1134486094 2338136620 163463 0 447852 298863721 3037626
FLA 1070376 2712798 214013 1LVBQDK 268 268 14965808 8633134 545260 1136658011 2338136115 163752 0 447852 298863598 3038265
FLA 1070376 2712798 214013 1LVBQDK 269 269 14973567 8630487 545308 1135450850 2338136620 167185 0 447852 298863721 3038095
FLA 1070376 2712798 214013 2LVBQDK 288 288 13431999 6510367 456727 1213292269 2590906516 166905 0 447852 317688158 3343324
FLA 1070376 2712798 214013 2LVBQDK 290 290 13390949 6495423 461580 1220058906 2590906930 173881 0 447852 317688241 3341669
FLA 1070376 2712798 214013 2LVBQDK 290 290 13396838 6487757 461899 1222295746 2590907086 172910 0 447852 317688287 3388806
FLA 1070376 2712798 214013 2LVBQDK 290 290 13392338 6485619 459491 1221692684 2590907190 164609 0 447852 317688312 3391291
FLA 1070376 2712798 214013 2LVBQDK 290 290 13409679 6495992 457546 1219862283 2590906962 169834 0 447852 317688249 3389814
FLA 1070376 2712798 214013 2LVBQDK 290 290 13420851 6502599 457420 1219555207 2590906891 170952 0 447852 317688237 3392014
FLA 1070376 2712798 214013 2LVBQDK 290 290 13441030 6511981 458383 1215061758 2590907071 166857 0 447852 317688280 3391307
FLA 1070376 2712798 214013 2LVBQDK 290 290 13413762 6500811 458671 1220338552 2590906963 169547 0 447852 317688250 3387841
FLA 1070376 2712798 214013 2LVBQDK 291 291 13419999 6510192 458194 1217959510 2590906893 170523 0 447852 317688239 3399874
FLA 1070376 2712798 214013 2LVBQDK 290 290 13443311 6506846 456772 1216490702 2590907071 168190 0 447852 317688280 3391185
FLA 1070376 2712798 214013 3LVBQDK 311 311 12537288 6845449 456367 1304327787 2840106062 174803 0 447852 327226413 3845071
FLA 1070376 2712798 214013 3LVBQDK 313 313 12540741 6829657 454366 1312767351 2840106800 175495 0 447852 327226572 3900984
FLA 1070376 2712798 214013 3LVBQDK 312 312 12529796 6834234 454324 1311053108 2840106400 166867 0 447852 327226480 3876640
