nome n m c fila run l1 l2 llc cycles inst
NW 1207945 2840208 128569 1LVBQ 359 0 0 0 0 0
NW 1207945 2840208 128569 1LVBQ 359 0 0 0 0 0
NW 1207945 2840208 128569 1LVBQ 358 0 0 0 0 0
NW 1207945 2840208 128569 1LVBQ 360 0 0 0 0 0
NW 1207945 2840208 128569 1LVBQ 365 0 0 0 0 0
NW 1207945 2840208 128569 1LVBQ 363 0 0 0 0 0
NW 1207945 2840208 128569 1LVBQ 359 0 0 0 0 0
NW 1207945 2840208 128569 1LVBQ 359 0 0 0 0 0
NW 1207945 2840208 128569 1LVBQ 358 0 0 0 0 0
NW 1207945 2840208 128569 BINH 499 0 0 0 0 0
NW 1207945 2840208 128569 BINH 499 0 0 0 0 0
NW 1207945 2840208 128569 BINH 497 0 0 0 0 0
NW 1207945 2840208 128569 BINH 498 0 0 0 0 0
NW 1207945 2840208 128569 BINH 497 0 0 0 0 0
NW 1207945 2840208 128569 BINH 497 0 0 0 0 0
NW 1207945 2840208 128569 BINH 496 0 0 0 0 0
NW 1207945 2840208 128569 BINH 496 0 0 0 0 0
NW 1207945 2840208 128569 BINH 498 0 0 0 0 0
NW 1207945 2840208 128569 BINH 497 0 0 0 0 0
NW 1207945 2840208 128569 FIB 874 0 0 0 0 0
NW 1207945 2840208 128569 FIB 876 0 0 0 0 0
NW 1207945 2840208 128569 FIB 877 0 0 0 0 0
NW 1207945 2840208 128569 FIB 876 0 0 0 0 0
NW 1207945 2840208 128569 FIB 877 0 0 0 0 0
NW 1207945 2840208 128569 FIB 874 0 0 0 0 0
NW 1207945 2840208 128569 FIB 875 0 0 0 0 0
NW 1207945 2840208 128569 FIB 880 0 0 0 0 0
NW 1207945 2840208 128569 FIB 878 0 0 0 0 0
NW 1207945 2840208 128569 FIB 877 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 436 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 436 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 436 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 438 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 436 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 436 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 436 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 437 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 437 0 0 0 0 0
NE 1524453 3897636 63247 2LVBQDK 436 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 453 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 451 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 451 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 453 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 452 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 452 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 458 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 457 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 451 0 0 0 0 0
NE 1524453 3897636 63247 1LVBQ 452 0 0 0 0 0
NE 1524453 3897636 63247 BINH 724 0 0 0 0 0
NE 1524453 3897636 63247 BINH 724 0 0 0 0 0
NE 1524453 3897636 63247 BINH 725 0 0 0 0 0
NE 1524453 3897636 63247 BINH 725 0 0 0 0 0
NE 1524453 3897636 63247 BINH 726 0 0 0 0 0
NE 1524453 3897636 63247 BINH 724 0 0 0 0 0
NE 1524453 3897636 63247 BINH 721 0 0 0 0 0
NE 1524453 3897636 63247 BINH 722 0 0 0 0 0
NE 1524453 3897636 63247 BINH 722 0 0 0 0 0
NE 1524453 3897636 63247 BINH 722 0 0 0 0 0
NE 1524453 3897636 63247 FIB 1208 0 0 0 0 0
NE 1524453 3897636 63247 FIB 1210 0 0 0 0 0
NE 1524453 3897636 63247 FIB 1209 0 0 0 0 0
NE 1524453 3897636 63247 FIB 1210 0 0 0 0 0
NE 1524453 3897636 63247 FIB 1207 0 0 0 0 0
