nome n m c fila cpu_time wall_time l1_miss l2_ref llc_miss cycles inst dtlb page_faults branch_inst branch_miss
GEN6 100000 500000 1999996 5LVBQDK 43 43 3085808 4272127 112379 191068705 346764678 125988 0 33163309 428309
GEN6 100000 500000 1999996 5LVBQDK 43 43 3078675 4252215 110831 190899737 346765121 128338 0 33163416 427552
GEN6 100000 500000 1999996 5LVBQDK 42 42 3077376 4248728 105063 189403298 346764888 128651 0 33163362 427419
GEN6 100000 500000 1999996 5LVBQDK 42 42 3082485 4262555 108448 190050073 346765169 127097 0 33163414 427218
GEN6 100000 500000 1999996 5LVBQDK 43 43 3075069 4251446 109410 190568571 346764933 126902 0 33163382 427238
GEN6 100000 500000 1999996 5LVBQDK 43 43 3080347 4267245 110511 190674139 346765067 125087 0 33163391 430306
GEN6 100000 500000 1999996 5LVBQDK 43 43 3076694 4255735 115283 191487143 346764735 125238 0 33163318 428295
GEN6 100000 500000 1999996 5LVBQDK 43 43 3071099 4255042 112739 190953045 346765256 118067 0 33163444 428640
GEN6 100000 500000 1999996 6LVBQDK 46 46 3252222 4334310 109835 206063139 388601599 129382 0 34901302 472901
GEN6 100000 500000 1999996 6LVBQDK 46 46 3253730 4350934 105462 204618975 388602633 128398 0 34901543 467673
GEN6 100000 500000 1999996 6LVBQDK 46 46 3242880 4321514 107136 205254385 388602442 128733 0 34901498 467344
GEN6 100000 500000 1999996 6LVBQDK 46 46 3252394 4337232 110634 205504494 388602883 127093 0 34901603 468333
GEN6 100000 500000 1999996 6LVBQDK 46 46 3245619 4319468 105694 205033548 388602658 129856 0 34901557 467743
GEN6 100000 500000 1999996 6LVBQDK 46 46 3236462 4315393 110580 206476896 388602934 127686 0 34901604 469444
GEN6 100000 500000 1999996 6LVBQDK 46 46 3247804 4324422 111488 207527355 388602703 130078 0 34901577 471863
GEN6 100000 500000 1999996 6LVBQDK 48 48 3230495 4298190 126790 210674383 388602827 125968 0 34901576 469155
GEN6 100000 500000 1999996 6LVBQDK 46 46 3247123 4325953 108252 205886129 388602503 126220 0 34901511 469315
GEN6 100000 500000 1999996 6LVBQDK 46 46 3230902 4310795 112484 206565647 388603019 121056 0 34901632 469667
GEN6 100000 500000 1999996 BINH 81 81 3158190 3047237 92356 358866200 773045254 105807 0 93876266 1515472
GEN6 100000 500000 1999996 BINH 82 82 3146122 3056025 88264 357968812 773045867 104349 0 93876399 1515267
GEN6 100000 500000 1999996 BINH 81 81 3142397 3032670 88384 356622640 773045797 106915 0 93876396 1514439
GEN6 100000 500000 1999996 BINH 81 81 3139403 3031906 86126 357121102 773046159 105395 0 93876467 1514985
GEN6 100000 500000 1999996 BINH 82 82 3137887 3025324 89597 357051790 773045853 107270 0 93876406 1514553
GEN6 100000 500000 1999996 BINH 82 82 3144094 3049787 97276 359873648 773046160 103547 0 93876468 1515253
GEN6 100000 500000 1999996 BINH 81 81 3142377 3024200 86449 356732138 773045849 103884 0 93876402 1515397
GEN6 100000 500000 1999996 BINH 81 81 3144059 3045356 85006 355925786 773046160 106588 0 93876468 1515490
GEN6 100000 500000 1999996 BINH 81 81 3148657 3026914 86638 356909772 773045856 104232 0 93876409 1515311
GEN6 100000 500000 1999996 BINH 82 82 3142826 3045391 85880 357748540 773046162 104716 0 93876470 1514710
GEN6 100000 500000 1999996 FIBH 105 105 5732933 7168260 231982 465274937 614909060 348205 0 65258580 2129220
GEN6 100000 500000 1999996 FIBH 101 101 5766693 7235843 201318 454336175 615485663 353135 0 65489271 2125661
GEN6 100000 500000 1999996 FIBH 103 103 6565457 7994028 221672 462858701 615494431 358580 0 65494566 2134740
GEN6 100000 500000 1999996 FIBH 103 103 6554210 7984364 221003 463274817 615486205 362308 0 65489422 2135066
GEN6 100000 500000 1999996 FIBH 102 102 6456876 7913562 214898 460056989 615486333 360245 0 65489459 2132405
GEN6 100000 500000 1999996 FIBH 103 103 5798587 7267155 216956 461866707 615486246 373877 0 65489436 2128734
GEN6 100000 500000 1999996 FIBH 103 103 5873684 7359278 219895 461297593 615486243 355129 0 65489436 2128557
GEN6 100000 500000 1999996 FIBH 101 101 5880760 7378764 202255 455721356 615573355 360078 0 65489346 2128101
GEN6 100000 500000 1999996 FIBH 103 103 6525938 7960156 215144 461900469 615485830 363192 0 65489344 2134897
GEN6 100000 500000 1999996 FIBH 107 107 6477011 7925543 261972 475375958 615486201 361274 0 65489424 2134743
GEN7 100000 500000 19999959 1LVBQ 687 687 35121188 36634431 612239 2324170252 5733387790 415089 196609 699952350 632500
GEN7 100000 500000 19999959 1LVBQ 694 694 35897830 37765269 667007 2360181103 5745000416 448772 196609 702149648 723810
GEN7 100000 500000 19999959 1LVBQ 713 713 36033377 37736824 685292 2420763775 5744999947 455206 196609 702149669 724057
GEN7 100000 500000 19999959 1LVBQ 692 692 35928969 37828417 649352 2350202365 5744998629 460677 196609 702149555 726832
GEN7 100000 500000 19999959 1LVBQ 695 695 35993794 37856852 666518 2356761312 5744998702 459959 196609 702149424 722946
GEN7 100000 500000 19999959 1LVBQ 694 694 35900761 37771399 654800 2352157459 5744998883 445063 196609 702149490 726059
GEN7 100000 500000 19999959 1LVBQ 693 693 36012291 37867376 657411 2348461223 5744998736 463906 196609 702149453 726480
GEN7 100000 500000 19999959 1LVBQ 694 694 35926054 37809669 653740 2349676174 5744999130 443627 196609 702149583 726500
GEN7 100000 500000 19999959 1LVBQ 695 695 35920852 37807402 678868 2355031819 5744998689 454264 196609 702149411 727827
GEN7 100000 500000 19999959 1LVBQ 694 695 36001231 37844074 662014 2348683364 5744998930 448767 196609 702149537 723166
GEN7 100000 500000 19999959 2LVBQ 475 475 18249987 3312911 136828 1981671491 6519148309 142345 0 990734411 521338
GEN7 100000 500000 19999959 2LVBQ 475 476 18223700 3221615 118046 1984657849 6518516176 141207 0 990594385 515198
GEN7 100000 500000 19999959 2LVBQ 479 479 18218081 3219805 124734 1998052797 6518396191 142878 0 990557310 514222
GEN7 100000 500000 19999959 2LVBQ 474 474 18216033 3217264 116785 1979788355 6518556056 142358 0 990606489 516825
GEN7 100000 500000 19999959 2LVBQ 474 474 18221634 3163726 121413 1980633018 6518368585 143516 0 990549002 514196
GEN7 100000 500000 19999959 2LVBQ 478 478 18216170 3108491 146565 1991096896 6518517529 143908 0 990595009 514577
GEN7 100000 500000 19999959 2LVBQ 476 476 18213909 3183401 122062 1985911349 6518420947 141276 0 990564873 515668
GEN7 100000 500000 19999959 2LVBQ 477 477 18215635 3077973 122797 1987222104 6518591241 142684 0 990617665 515062
GEN7 100000 500000 19999959 2LVBQ 477 477 18215884 3123224 115962 1985966362 6518387198 142139 0 990554827 514807
GEN7 100000 500000 19999959 2LVBQ 475 475 18216200 3200743 117345 1974036189 6518518735 140510 0 990595374 515370
GEN7 100000 500000 19999959 3LVBQ 45 45 2147176 2601645 94193 194726347 439048926 110151 0 58947943 296506
GEN7 100000 500000 19999959 3LVBQ 45 45 2113822 2539031 88754 193240358 438601116 108974 0 58845716 295727
GEN7 100000 500000 19999959 3LVBQ 45 45 2118096 2542195 99571 194954269 438579688 109719 0 58839987 294868
GEN7 100000 500000 19999959 3LVBQ 44 44 2128016 2550518 83710 191672301 438595944 108809 0 58844546 294855
GEN7 100000 500000 19999959 3LVBQ 44 44 2126496 2546430 84771 191459146 438580643 109691 0 58840104 294822
GEN7 100000 500000 19999959 3LVBQ 44 44 2121338 2547904 84538 190357914 438595945 107680 0 58844547 294970
GEN7 100000 500000 19999959 3LVBQ 44 44 2126065 2559841 86143 192002715 438580644 110156 0 58840105 295371
GEN7 100000 500000 19999959 3LVBQ 45 45 2125258 2540544 89197 193679579 438595948 108520 0 58844550 295427
GEN7 100000 500000 19999959 3LVBQ 45 45 2125585 2546892 84308 192112032 438580648 109601 0 58840109 294647
GEN7 100000 500000 19999959 3LVBQ 45 45 2125398 2552700 90473 194660943 438595945 108849 0 58844547 294620
GEN7 100000 500000 19999959 4LVBQ 52 52 1996333 2519003 90219 225911802 537381864 97187 0 70328272 384680
GEN7 100000 500000 19999959 4LVBQ 52 52 1991066 2522563 86750 224105873 537359147 97078 0 70323339 383752
GEN7 100000 500000 19999959 4LVBQ 53 53 1995426 2522819 88124 225490394 537358925 96398 0 70323261 383424
GEN7 100000 500000 19999959 4LVBQ 52 52 1989309 2515498 87696 224717877 537361012 95954 0 70323920 383684
GEN7 100000 500000 19999959 4LVBQ 53 53 1984764 2491816 89693 226655277 537359284 97239 0 70323401 383572
GEN7 100000 500000 19999959 4LVBQ 52 52 1985220 2515823 86834 224578022 537360852 96736 0 70323819 382987
GEN7 100000 500000 19999959 4LVBQ 52 52 1989622 2520245 89467 224865156 537360192 96790 0 70323497 382956
GEN7 100000 500000 19999959 4LVBQ 52 52 2000621 2504913 87635 224913586 537361321 96633 0 70323927 383599
GEN7 100000 500000 19999959 4LVBQ 52 52 1990745 2527073 86525 225231405 537359835 96977 0 70323629 382338
GEN7 100000 500000 19999959 4LVBQ 53 53 1995439 2525400 88619 226878212 537358254 97842 0 70323018 383568
GEN7 100000 500000 19999959 5LVBQ 69 69 2015369 2501103 88900 295915552 734003196 94589 0 94154953 462661
GEN7 100000 500000 19999959 5LVBQ 67 67 2002133 2497752 88463 286587689 734003564 94836 0 94155061 462650
GEN7 100000 500000 19999959 5LVBQ 68 68 2006005 2481494 86575 289305121 734007506 93207 0 94156129 461824
GEN7 100000 500000 19999959 5LVBQ 67 67 2008684 2474895 86359 285009307 734001958 94330 0 94154723 462366
GEN7 100000 500000 19999959 5LVBQ 68 68 2005249 2479444 86617 290776379 734005084 94442 0 94155563 461642
GEN7 100000 500000 19999959 5LVBQ 68 68 2000814 2479181 91699 287377909 734001967 94555 0 94154732 461337
GEN7 100000 500000 19999959 5LVBQ 68 68 2011767 2483579 95177 290789111 734005086 94882 0 94155565 461731
GEN7 100000 500000 19999959 5LVBQ 67 67 2003745 2486635 89021 282911411 734001957 94399 0 94154722 461882
GEN7 100000 500000 19999959 5LVBQ 69 69 2011420 2501418 100254 295780256 734005090 95448 0 94155569 461097
GEN7 100000 500000 19999959 5LVBQ 67 67 2007666 2486269 95392 288656742 734001956 94511 0 94154721 552810
GEN7 100000 500000 19999959 6LVBQ 68 68 2004123 2488172 89172 289777384 738983125 94325 0 94464439 461788
GEN7 100000 500000 19999959 6LVBQ 67 67 2007627 2494496 86663 286209591 738993253 95073 0 94467061 462061
GEN7 100000 500000 19999959 6LVBQ 69 69 2005243 2479904 87640 292923618 738990521 95464 0 94466328 461099
GEN7 100000 500000 19999959 6LVBQ 67 67 1997824 2480161 90209 288090334 738993489 93942 0 94467154 460603
GEN7 100000 500000 19999959 6LVBQ 68 68 2010390 2487302 91501 290633744 738990735 94472 0 94466380 461302
GEN7 100000 500000 19999959 6LVBQ 67 67 2005661 2491186 88892 284983498 738993485 93932 0 94467150 461100
GEN7 100000 500000 19999959 6LVBQ 68 68 2008421 2488592 86914 290504995 738990745 94690 0 94466390 461259
GEN7 100000 500000 19999959 6LVBQ 67 67 2003806 2487095 85666 286424172 738993491 95682 0 94467156 461394
GEN7 100000 500000 19999959 6LVBQ 68 68 2011523 2486297 86566 291163366 738990739 94828 0 94466384 461965
GEN7 100000 500000 19999959 6LVBQ 67 67 2007140 2489519 86666 284351479 738993482 94305 0 94467147 460843
GEN7 100000 500000 19999959 1LVBQDK 315 316 17829149 19778821 403928 1168056589 2842059464 277101 65537 264493194 320847
GEN7 100000 500000 19999959 1LVBQDK 313 313 17840477 19787847 384595 1164053409 2842057004 287903 65537 264492642 320792
GEN7 100000 500000 19999959 1LVBQDK 312 312 17841962 19786071 382575 1162936164 2842057368 289789 65537 264492724 320708
GEN7 100000 500000 19999959 1LVBQDK 313 313 17825976 19777206 384164 1165306393 2842057037 277805 65537 264492656 320895
GEN7 100000 500000 19999959 1LVBQDK 312 312 17879609 19828681 381125 1162079744 2842057316 290156 65537 264492714 321231
GEN7 100000 500000 19999959 1LVBQDK 312 312 17843722 19789315 378874 1161556007 2842057292 284589 65537 264492708 320564
GEN7 100000 500000 19999959 1LVBQDK 313 313 17877019 19826095 383737 1166577525 2842057074 294565 65537 264492672 320468
GEN7 100000 500000 19999959 1LVBQDK 312 312 17848277 19795948 380160 1162712791 2842057183 284458 65537 264492703 320753
GEN7 100000 500000 19999959 1LVBQDK 312 312 17879286 19823875 386800 1163434912 2842056872 291731 65537 264492613 320659
GEN7 100000 500000 19999959 1LVBQDK 313 313 17844525 19791305 385357 1165716024 2842056960 288938 65537 264492640 320980
GEN7 100000 500000 19999959 2LVBQDK 92 92 7273478 3948273 133542 413216535 996217815 129100 0 104131055 359514
GEN7 100000 500000 19999959 2LVBQDK 90 90 7297191 3944639 109190 403915537 996219152 126534 0 104131365 354735
GEN7 100000 500000 19999959 2LVBQDK 90 90 7275012 3933801 114475 404212149 996219611 115771 0 104131463 355883
GEN7 100000 500000 19999959 2LVBQDK 89 89 7271736 3936682 107248 401136303 996219214 115274 0 104131383 356328
GEN7 100000 500000 19999959 2LVBQDK 90 90 7271506 3925256 115573 405293876 996219459 115458 0 104131432 355856
GEN7 100000 500000 19999959 2LVBQDK 90 90 7274496 3927180 110047 402982790 996219634 120087 0 104131479 355416
GEN7 100000 500000 19999959 2LVBQDK 90 90 7271456 3932574 105928 406704872 996219356 120438 0 104131416 356162
GEN7 100000 500000 19999959 2LVBQDK 91 91 7274157 3927206 109619 407967740 996219414 119111 0 104131434 355455
GEN7 100000 500000 19999959 2LVBQDK 91 91 7268507 3928901 115721 408125010 996219188 116275 0 104131368 355276
GEN7 100000 500000 19999959 2LVBQDK 91 91 7271307 3921684 116402 406085971 996219499 119691 0 104131441 356009
GEN7 100000 500000 19999959 3LVBQDK 39 39 2798735 3933652 117410 168375087 287237694 121464 0 30742870 342732
GEN7 100000 500000 19999959 3LVBQDK 37 37 2813665 3968033 108528 165750470 287238719 122798 0 30743094 344322
GEN7 100000 500000 19999959 3LVBQDK 38 38 2805190 3946862 110121 166542910 287238695 124611 0 30743104 342156
GEN7 100000 500000 19999959 3LVBQDK 37 37 2830315 3971887 107918 166087070 287239121 128953 0 30743206 341576
GEN7 100000 500000 19999959 3LVBQDK 38 38 2806560 3940854 109200 167840990 287238871 124049 0 30743148 348080
GEN7 100000 500000 19999959 3LVBQDK 38 38 2822212 3973005 109749 166424925 287239171 123090 0 30743206 344699
GEN7 100000 500000 19999959 3LVBQDK 38 38 2809453 3957730 108562 166163900 287238950 127217 0 30743177 343467
GEN7 100000 500000 19999959 3LVBQDK 38 38 2813941 3962018 109891 166411583 287239074 124432 0 30743185 343369
GEN7 100000 500000 19999959 3LVBQDK 38 38 2800916 3943604 109570 166856985 287238591 126537 0 30743064 343208
GEN7 100000 500000 19999959 3LVBQDK 38 38 2818758 3968265 108893 166201876 287239323 120479 0 30743247 341943
GEN7 100000 500000 19999959 4LVBQDK 42 42 2943167 4139337 112254 183710170 328119031 125276 0 32461625 394491
GEN7 100000 500000 19999959 4LVBQDK 41 41 2948965 4168550 110084 183049747 328119973 120430 0 32461837 393801
GEN7 100000 500000 19999959 4LVBQDK 41 41 2946325 4142646 109810 183467808 328119790 123301 0 32461800 393783
GEN7 100000 500000 19999959 4LVBQDK 41 41 2964148 4177050 109232 183378663 328120232 126034 0 32461906 393836
GEN7 100000 500000 19999959 4LVBQDK 41 41 2949162 4151380 108127 182981419 328119999 123461 0 32461852 393953
GEN7 100000 500000 19999959 4LVBQDK 42 42 2946981 4148973 112158 184109126 328120280 122336 0 32461904 394398
GEN7 100000 500000 19999959 4LVBQDK 41 41 2948144 4148172 109741 183612442 328120043 124231 0 32461871 393748
GEN7 100000 500000 19999959 4LVBQDK 42 42 2944557 4148140 110519 184498437 328120180 124801 0 32461883 393735
GEN7 100000 500000 19999959 4LVBQDK 42 42 2944083 4145115 110031 184010110 328119843 123791 0 32461805 394016
GEN7 100000 500000 19999959 4LVBQDK 41 41 2953045 4164832 109969 183504138 328120364 121578 0 32461931 393644
GEN7 100000 500000 19999959 5LVBQDK 50 50 3147834 4223772 138220 216851439 399831535 124724 0 35523081 443277
GEN7 100000 500000 19999959 5LVBQDK 47 47 3137945 4220083 112559 208507382 399832565 120918 0 35523318 443080
GEN7 100000 500000 19999959 5LVBQDK 47 48 3149785 4238032 114147 209288889 399832380 123802 0 35523279 443096
GEN7 100000 500000 19999959 5LVBQDK 47 47 3159019 4233743 111609 208835582 399832816 129839 0 35523379 445845
GEN7 100000 500000 19999959 5LVBQDK 48 48 3151206 4231598 115714 209362697 399832589 123931 0 35523331 443623
GEN7 100000 500000 19999959 5LVBQDK 47 47 3154091 4237625 115175 209862582 399832868 121906 0 35523381 445383
GEN7 100000 500000 19999959 5LVBQDK 47 47 3147287 4231764 112045 209257403 399832643 122770 0 35523360 443536
GEN7 100000 500000 19999959 5LVBQDK 47 47 3144903 4219792 115144 208935364 399832763 120419 0 35523355 443170
GEN7 100000 500000 19999959 5LVBQDK 47 47 3143555 4229396 109361 207362050 399832433 121813 0 35523284 443954
GEN7 100000 500000 19999959 5LVBQDK 48 49 3150940 4232379 124826 212456852 399832961 121911 0 35523417 443669
GEN7 100000 500000 19999959 6LVBQDK 47 47 3150716 4241258 117660 211620351 404280476 121503 0 35819149 444786
GEN7 100000 500000 19999959 6LVBQDK 47 47 3139068 4228508 110473 209051680 404281516 121749 0 35819391 444968
GEN7 100000 500000 19999959 6LVBQDK 47 47 3153359 4250869 109307 208989877 404281319 122090 0 35819345 444862
GEN7 100000 500000 19999959 6LVBQDK 47 47 3154057 4231074 112853 209425945 404281757 125595 0 35819447 443585
GEN7 100000 500000 19999959 6LVBQDK 47 47 3146057 4229919 107752 207987997 404281534 126046 0 35819403 443288
GEN7 100000 500000 19999959 6LVBQDK 47 47 3152272 4240791 112142 210272032 404281817 120806 0 35819457 444775
GEN7 100000 500000 19999959 6LVBQDK 47 47 3148332 4233758 111721 209847469 404281574 126104 0 35819418 444425
GEN7 100000 500000 19999959 6LVBQDK 48 48 3158802 4253398 110123 209221892 404281713 120753 0 35819432 444428
GEN7 100000 500000 19999959 6LVBQDK 47 47 3143831 4232907 108661 208006110 404281372 122841 0 35819350 443413
GEN7 100000 500000 19999959 6LVBQDK 47 47 3150954 4238437 110137 209322667 404281896 126101 0 35819479 443033
GEN7 100000 500000 19999959 BINH 84 84 3384932 3078017 95224 361153479 773074122 101269 0 93879115 1516132
GEN7 100000 500000 19999959 BINH 83 83 3392243 3095730 88503 358778273 773074725 98420 0 93879238 1517673
GEN7 100000 500000 19999959 BINH 84 84 3391623 3074036 88184 360110120 773074651 102924 0 93879231 1516820
GEN7 100000 500000 19999959 BINH 85 85 3378339 3092375 113381 365321452 773075027 99441 0 93879316 1516622
GEN7 100000 500000 19999959 BINH 84 84 3386932 3082551 97321 360393726 773074710 100982 0 93879244 1517836
GEN7 100000 500000 19999959 BINH 84 84 3390878 3091013 85817 359190177 773075019 98186 0 93879308 1517467
GEN7 100000 500000 19999959 BINH 84 84 3382266 3080369 89647 359502726 773074709 104389 0 93879243 1516806
GEN7 100000 500000 19999959 BINH 84 84 3380132 3089216 85648 359128374 773075019 100457 0 93879308 1517112
GEN7 100000 500000 19999959 BINH 84 84 3397085 3079729 89490 359220856 773074708 99956 0 93879242 1519318
GEN7 100000 500000 19999959 BINH 85 85 3393277 3084729 105193 365011942 773075029 99710 0 93879318 1526736
GEN7 100000 500000 19999959 FIBH 104 104 6251689 7715970 227398 465386338 614818843 355256 0 65252737 2140159
GEN7 100000 500000 19999959 FIBH 104 104 6304142 7804693 212578 462661171 615395792 356905 0 65483426 2139342
GEN7 100000 500000 19999959 FIBH 104 104 5800245 7260662 207511 465252062 615381979 367919 0 65481182 2130070
GEN7 100000 500000 19999959 FIBH 103 103 5867938 7336652 205241 460280023 615396285 371165 0 65483559 2125779
GEN7 100000 500000 19999959 FIBH 105 105 6004633 7485638 220746 461575601 615396409 353061 0 65483592 2130323
GEN7 100000 500000 19999959 FIBH 104 104 6305005 7818947 215226 464331972 615396321 372794 0 65483568 2133948
GEN7 100000 500000 19999959 FIBH 104 104 6293581 7795241 215385 462342002 615396328 357147 0 65483578 2136906
GEN7 100000 500000 19999959 FIBH 106 106 6346115 7855025 248690 470847807 615483440 361844 0 65483488 2133568
GEN7 100000 500000 19999959 FIBH 104 104 5953700 7410769 210497 462250256 615395908 367072 0 65483479 2134525
GEN7 100000 500000 19999959 FIBH 103 103 5970786 7435227 206897 459603271 615396279 368675 0 65483559 2133251
GEN8 100000 500000 199999581 1LVBQ 8491 26760 327870315 319326797 3969668 21041597260 50052299323 8350373 2341182 5885454173 2855760
GEN8 100000 500000 199999581 1LVBQ 5604 5605 327171362 320509648 1731596 18498067523 50063118168 1665830 1572865 5886824573 2288803
GEN8 100000 500000 199999581 1LVBQ 5689 5690 327173401 319823724 1605803 18544375475 50063304418 1620882 1572866 5886824729 2292634
GEN8 100000 500000 199999581 1LVBQ 5621 5622 327128416 319405402 1127196 18231608774 50063120091 619403 1572865 5886824918 2282780
GEN8 100000 500000 199999581 1LVBQ 5667 5667 327228160 319453076 2752448 18402008180 50063119427 1595032 1572865 5886824864 2251173
GEN8 100000 500000 199999581 1LVBQ 5640 5645 327184301 319552328 1154076 18243535416 50063107962 599679 1573047 5886825184 2578771
GEN8 100000 500000 199999581 1LVBQ 5650 5650 327088647 319729459 1199479 18258181751 50063186649 616559 1572865 5886824646 2762139
GEN8 100000 500000 199999581 1LVBQ 5524 5524 326897709 319643034 1114903 18191755046 50063106164 607349 1572865 5886823534 2258700
GEN8 100000 500000 199999581 1LVBQ 5717 5717 327125272 318075689 1164635 18313833505 50063142581 609425 1572865 5886823648 2285886
GEN8 100000 500000 199999581 1LVBQ 5771 5771 327024169 317909772 1635162 18588108419 50063106405 1630721 1572865 5886823098 2294607
GEN8 100000 500000 199999581 2LVBQ 3768 3781 132503565 16858172 211627 15319236871 51981480981 190772 328 7915867413 680559
GEN8 100000 500000 199999581 2LVBQ 3772 3779 132485936 4097928 246253 15234065253 51981519648 195050 32 7915911033 705236
GEN8 100000 500000 199999581 2LVBQ 3749 3750 132416929 4094058 191889 15210249532 51981490367 179939 3 7915907285 668367
GEN8 100000 500000 199999581 2LVBQ 3759 3759 132479017 5803680 212491 15255312635 51981493604 191961 2 7915908121 669725
GEN8 100000 500000 199999581 2LVBQ 3760 3767 132466159 5832194 214001 15261299763 51981479823 188231 195 7915905658 688157
GEN8 100000 500000 199999581 2LVBQ 3753 3753 132505875 3786312 178362 15198748981 51981419907 182996 0 7915880668 734271
GEN8 100000 500000 199999581 2LVBQ 3743 3743 132462117 3499402 183895 15196154906 51981486706 183012 0 7915907768 690381
GEN8 100000 500000 199999581 2LVBQ 3747 3747 132474254 3520992 186568 15219284554 51981326504 190355 0 7915838222 653242
GEN8 100000 500000 199999581 2LVBQ 3752 3752 132456129 18861231 212214 15239612547 51981513911 178032 0 7915914641 732177
GEN8 100000 500000 199999581 2LVBQ 3748 3748 132431395 3821715 184465 15242154738 51981474741 182275 0 7915904275 733117
GEN8 100000 500000 199999581 3LVBQ 59 80 2534961 2781974 110921 238982035 536645474 126967 6 71659052 390009
GEN8 100000 500000 199999581 3LVBQ 56 56 2486936 2689339 89057 237060841 535698555 125507 0 71441707 389449
GEN8 100000 500000 199999581 3LVBQ 56 56 2480533 2677271 85021 234378769 535697660 124818 0 71441495 389610
GEN8 100000 500000 199999581 3LVBQ 56 56 2483289 2675481 84378 234951868 535713732 123988 0 71446414 389240
GEN8 100000 500000 199999581 3LVBQ 56 56 2481918 2678557 86166 235033839 535703255 124941 0 71443446 389175
GEN8 100000 500000 199999581 3LVBQ 55 55 2483154 2686916 82598 233983182 535676242 124650 0 71435542 388584
GEN8 100000 500000 199999581 3LVBQ 55 55 2480356 2675385 87232 233588556 535700084 124016 0 71441940 388828
GEN8 100000 500000 199999581 3LVBQ 56 56 2487757 2695503 87433 235746138 535676111 124251 0 71435445 388560
GEN8 100000 500000 199999581 3LVBQ 56 56 2487466 2693559 90663 234566036 535695836 124921 0 71440816 388983
GEN8 100000 500000 199999581 3LVBQ 56 56 2482350 2686458 85490 234646129 535656780 124351 0 71429545 388164
GEN8 100000 500000 199999581 4LVBQ 82 82 2094593 2516384 88066 344855623 909157612 102734 0 118078419 443664
GEN8 100000 500000 199999581 4LVBQ 82 82 2101037 2534087 86502 346935570 909111501 104242 0 118068756 443935
GEN8 100000 500000 199999581 4LVBQ 83 83 2108574 2549503 86089 348385004 909122626 104381 0 118071698 444907
GEN8 100000 500000 199999581 4LVBQ 82 82 2105792 2532550 84682 345783507 909109404 104107 0 118068148 444095
GEN8 100000 500000 199999581 4LVBQ 82 82 2105437 2519003 87772 344746477 909123714 103929 0 118072207 445381
GEN8 100000 500000 199999581 4LVBQ 82 82 2106512 2515684 88136 345014256 909110070 105191 0 118067763 443690
GEN8 100000 500000 199999581 4LVBQ 82 82 2104104 2515624 90618 344134620 909123782 101755 0 118071622 443059
GEN8 100000 500000 199999581 4LVBQ 82 82 2111689 2530662 84829 344962334 909110072 106268 0 118067765 443718
GEN8 100000 500000 199999581 4LVBQ 83 83 2100216 2508275 84569 348345644 909123778 102123 0 118071618 444551
GEN8 100000 500000 199999581 4LVBQ 82 82 2101691 2511661 85193 346403875 909110072 106008 0 118067765 443131
GEN8 100000 500000 199999581 5LVBQ 94 94 2064912 2536167 93672 393454043 1055447691 98732 0 135814343 492730
GEN8 100000 500000 199999581 5LVBQ 94 94 2064950 2552514 89575 394630000 1055452330 98181 0 135815689 493026
GEN8 100000 500000 199999581 5LVBQ 93 93 2060338 2540216 84787 391806601 1055451174 99310 0 135815441 492294
GEN8 100000 500000 199999581 5LVBQ 93 93 2053279 2530610 85011 389214051 1055452162 96473 0 135815657 491803
GEN8 100000 500000 199999581 5LVBQ 93 93 2059376 2534054 85251 392776299 1055451230 99281 0 135815457 491727
GEN8 100000 500000 199999581 5LVBQ 93 93 2055320 2531397 88814 392264592 1055452162 96224 0 135815657 492291
GEN8 100000 500000 199999581 5LVBQ 93 93 2064327 2541061 88012 391205872 1055451228 99643 0 135815455 491571
GEN8 100000 500000 199999581 5LVBQ 93 93 2052169 2534366 89265 390560294 1055452165 96982 0 135815660 491529
GEN8 100000 500000 199999581 5LVBQ 93 93 2060416 2539930 86195 390890334 1055451231 99465 0 135815458 491615
GEN8 100000 500000 199999581 5LVBQ 93 93 2052174 2539023 87362 389466649 1055452167 97139 0 135815662 491484
GEN8 100000 500000 199999581 6LVBQ 95 95 2000583 2480643 90899 399044949 1063949725 97249 0 135959549 585281
GEN8 100000 500000 199999581 6LVBQ 95 95 1992938 2494823 88992 399148397 1063954702 96354 0 135960798 585063
GEN8 100000 500000 199999581 6LVBQ 96 96 2003096 2498064 86325 402434046 1063952971 97183 0 135960258 584588
GEN8 100000 500000 199999581 6LVBQ 95 95 1990107 2493931 86422 400776864 1063955280 94948 0 135960907 583749
GEN8 100000 500000 199999581 6LVBQ 95 95 2001411 2487363 85197 399270478 1063953152 99006 0 135960298 584509
GEN8 100000 500000 199999581 6LVBQ 95 95 1990864 2477598 86092 400537512 1063955280 95200 0 135960907 584044
GEN8 100000 500000 199999581 6LVBQ 95 95 2000123 2491961 88382 400855078 1063953153 97999 0 135960299 583907
GEN8 100000 500000 199999581 6LVBQ 95 95 1993019 2488972 87087 400676036 1063955280 95178 0 135960907 582651
GEN8 100000 500000 199999581 6LVBQ 95 95 1996001 2499620 86089 400255535 1063953157 98227 0 135960303 582842
GEN8 100000 500000 199999581 6LVBQ 96 96 1987082 2484516 84920 403754966 1063955280 95482 0 135960907 583629
GEN8 100000 500000 199999581 1LVBQDK 2539 2539 144147613 142718483 648438 9284915425 25188978524 397999 524289 2269398445 320956
