nome n m c insert extractMin dk bkmp upd fila cpu_time wall_time l1_ac l1_miss llc_ac llc_miss cycles inst dtlb page_faults branch_inst branch_miss
NY 264346 733846 36946 264346 264346 33846 0 264346 5LVBQDK 82 82 304245140 2362171 185228 88416 205434290 581872142 11135 0 75055564 917852
NY 264346 733846 36946 264346 264346 33490 0 264346 5LVBQDK 81 81 305209850 2295730 173284 79767 205226631 585475366 11115 0 75401208 923907
NY 264346 733846 36946 264346 264346 34592 0 264346 5LVBQDK 83 83 305269101 2232493 196522 98463 209981332 586060282 9712 0 75339771 931420
NY 264346 733846 36946 264346 264346 34798 0 264346 5LVBQDK 83 83 306151575 2181132 185931 87830 205864842 578334130 12530 0 74686255 927651
NY 264346 733846 36946 264346 264346 34669 0 264346 5LVBQDK 83 83 306158805 2213204 197172 100707 212508161 590932650 10823 0 75738240 939924
NY 264346 733846 36946 264346 264346 33503 0 264346 5LVBQDK 81 81 308646505 2280016 173543 77324 200506774 577181845 9880 0 74817585 912585
NY 264346 733846 36946 264346 264346 34657 0 264346 5LVBQDK 83 83 304021050 2451101 202480 101559 209836206 585318238 11419 0 75242556 930052
NY 264346 733846 36946 264346 264346 34305 0 264346 5LVBQDK 80 80 307497381 2334356 162404 67845 200153611 583677866 8304 0 75488307 906687
NY 264346 733846 36946 264346 264346 34479 0 264346 6LVBQDK 89 89 332890758 2766994 217080 106412 223656087 633482893 15301 0 80047374 957349
NY 264346 733846 36946 264346 264346 34810 0 264346 6LVBQDK 89 89 338740487 2195112 185464 91374 223622712 641959898 7669 0 80755083 1031121
NY 264346 733846 36946 264346 264346 33663 0 264346 6LVBQDK 88 88 336118652 2383301 180927 82165 223303356 648010942 10539 0 79982906 1001904
NY 264346 733846 36946 264346 264346 34555 0 264346 6LVBQDK 87 87 335367742 2350757 158924 67900 222400368 650082108 8891 0 80076170 982029
NY 264346 733846 36946 264346 264346 35123 0 264346 6LVBQDK 88 88 335429732 2446224 183951 87763 222861266 644119931 11624 0 80671896 993238
NY 264346 733846 36946 264346 264346 34557 0 264346 6LVBQDK 89 89 333142311 2671239 216990 104216 223473808 636517077 13937 0 79534735 972751
NY 264346 733846 36946 264346 264346 34606 0 264346 6LVBQDK 89 89 336019311 2529290 207090 100578 222639080 637652706 10137 0 80070793 994444
NY 264346 733846 36946 264346 264346 34322 0 264346 6LVBQDK 90 90 335155422 2614072 218606 111987 223374323 631676910 13026 0 79705642 969628
NY 264346 733846 36946 264346 264346 34763 0 264346 6LVBQDK 90 90 336036517 2468005 208911 106313 222753199 628116583 9694 0 79640372 979849
NY 264346 733846 36946 264346 264346 33862 0 264346 6LVBQDK 88 88 336016778 2401890 187026 85811 222202415 643015970 11239 0 80698431 1000445
NY 264346 733846 36946 299085 299085 0 0 0 BINH 97 97 335777307 1332763 179408 87982 244754584 685373424 7327 0 112308714 1442820
NY 264346 733846 36946 299131 299131 0 0 0 BINH 94 94 326090313 1235321 162166 75203 238776530 666492818 6429 0 109539558 1389279
NY 264346 733846 36946 299008 299008 0 0 0 BINH 95 95 329004184 1253270 172168 79309 244852921 679988989 7184 0 111025452 1412370
NY 264346 733846 36946 298604 298604 0 0 0 BINH 99 99 344841461 1494617 181685 75877 244340113 689770334 8817 0 114449282 1512497
NY 264346 733846 36946 298694 298694 0 0 0 BINH 99 99 340890215 1453768 189956 87976 244963603 683816097 8877 0 113351697 1496396
NY 264346 733846 36946 298724 298724 0 0 0 BINH 98 98 343674214 1491889 176849 72098 244097739 691812097 8470 0 114811706 1502424
NY 264346 733846 36946 297922 297922 0 0 0 BINH 94 94 326857625 1255273 151246 67989 236892587 666380135 6543 0 109718933 1395509
NY 264346 733846 36946 298948 298948 0 0 0 BINH 97 97 335787543 1318154 183548 86678 244877176 684625172 7571 0 112457824 1444124
NY 264346 733846 36946 298880 298880 0 0 0 BINH 100 100 345798427 1527960 190720 83984 246745100 689838384 9794 0 114217559 1525734
NY 264346 733846 36946 298180 298180 0 0 0 BINH 96 96 335930445 1366864 166321 70649 244275879 690540542 7348 0 112761189 1483905
NY 264346 733846 36946 264346 264346 34959 0 0 FIBH 137 137 463602771 3186369 325445 155850 350434254 699199759 18236 0 96297510 2418133
