nome n m c insert extractMin dk bkmp fila cpu_time wall_time l1_ac l1_miss llc_ac llc_miss cycles inst dtlb page_faults branch_inst branch_miss
NY 264346 733846 36946 298713 298713 0 1221795 2LVBQ 73 73 242256425 1869362 184580 106126 175277362 504794901 7736 0 95003129 631740
NY 264346 733846 36946 298849 298849 0 848138 2LVBQ 68 68 226262472 2084982 186885 98215 169888335 483138066 10582 0 88409251 621097
NY 264346 733846 36946 339216 339216 0 97423 3LVBQ 76 76 255724771 1680607 175192 91190 185117756 530949898 7725 0 90336218 623011
NY 264346 733846 36946 339962 339962 0 79614 3LVBQ 76 76 255061110 1791283 180297 93424 184790699 531107313 8269 0 90429134 618111
NY 264346 733846 36946 339028 339028 0 80492 3LVBQ 76 76 255264587 1816788 193794 97207 184005424 527947520 10236 0 90278714 612295
NY 264346 733846 36946 338099 338099 0 78891 3LVBQ 73 73 252950618 1809064 161162 67313 175143367 521914918 7407 0 90436891 587555
NY 264346 733846 36946 339292 339292 0 93187 3LVBQ 75 75 255417152 1724544 170793 82119 183385955 531605506 6879 0 90865630 624379
NY 264346 733846 36946 337346 337346 0 97134 3LVBQ 74 74 253519331 1693400 161180 71266 177919374 524620948 6374 0 90114053 613516
NY 264346 733846 36946 339189 339189 0 73887 3LVBQ 73 73 253090297 1821859 165635 71029 173600266 519063523 8335 0 89694568 581314
NY 264346 733846 36946 337705 337705 0 109856 3LVBQ 74 74 254672794 1673278 156056 71864 179104040 524753892 7650 0 90271104 620549
NY 264346 733846 36946 338544 338544 0 71893 3LVBQ 74 74 253587412 1836301 173204 79499 178379846 526198519 8358 0 90369999 591258
NY 264346 733846 36946 338684 338684 0 78916 3LVBQ 73 73 253198217 1795242 156021 68743 173776033 519201636 7262 0 89671312 579996
NY 264346 733846 36946 329609 329609 0 79713 4LVBQ 80 80 276080535 1667162 192733 95689 191345442 566120540 9216 0 96162952 611318
NY 264346 733846 36946 327985 327985 0 84322 4LVBQ 79 79 275095169 1630245 177240 79243 190051227 572795884 9376 0 95838884 611488
NY 264346 733846 36946 328888 328888 0 82199 4LVBQ 77 77 273494060 1620701 154565 67256 188308712 569555186 7872 0 94751637 586596
NY 264346 733846 36946 329969 329969 0 86346 4LVBQ 80 80 275636294 1579139 181506 91257 191027865 563582949 8046 0 95827794 617648
NY 264346 733846 36946 329526 329526 0 82819 4LVBQ 78 78 275583141 1632175 168977 73304 189667264 574431055 8652 0 95669983 602938
NY 264346 733846 36946 329763 329763 0 84034 4LVBQ 78 78 274507130 1620521 154523 70703 189647556 574884376 6948 0 95884501 597102
NY 264346 733846 36946 329348 329348 0 88283 4LVBQ 79 79 276098750 1601975 178596 81857 189660539 573561704 8200 0 96363208 626078
NY 264346 733846 36946 330071 330071 0 106560 4LVBQ 79 79 277177167 1504812 165679 73977 189281879 570595567 5987 0 95920846 634930
NY 264346 733846 36946 330431 330431 0 98072 4LVBQ 79 79 276777239 1534166 163193 80097 189946178 572578596 6334 0 95958454 626105
NY 264346 733846 36946 328382 328382 0 85549 4LVBQ 78 78 275222334 1629496 173785 76772 189556277 574425607 8322 0 96157360 613848
NY 264346 733846 36946 330419 330419 0 86575 5LVBQ 81 81 281250366 1577264 179061 86441 189372911 562560570 7576 0 95240675 600222
NY 264346 733846 36946 326719 326719 0 79778 5LVBQ 78 78 277433131 1624569 156382 69495 189175468 578939692 7766 0 95427132 581313
NY 264346 733846 36946 326837 326837 0 109310 5LVBQ 79 79 280262162 1503934 162678 79421 190596292 574338490 7236 0 96494440 631462
NY 264346 733846 36946 325928 325928 0 95622 5LVBQ 77 77 278057980 1575445 142547 59135 189079734 576095090 6662 0 95108301 580567
NY 264346 733846 36946 326700 326700 0 84189 5LVBQ 77 77 277512603 1623823 152690 70848 188146312 575476551 7398 0 95027346 582583
NY 264346 733846 36946 332294 332294 0 77025 5LVBQ 81 81 282564918 1673556 185846 90713 188741480 566327855 9209 0 96077081 598190
NY 264346 733846 36946 329898 329898 0 80950 5LVBQ 81 81 280999964 1666011 195630 99267 190243681 565189573 8253 0 95400634 597655
NY 264346 733846 36946 328793 328793 0 89764 5LVBQ 79 79 279935339 1580773 168222 79625 189420350 571961333 6983 0 96329029 611224
NY 264346 733846 36946 327517 327517 0 110372 5LVBQ 80 80 280959310 1504108 165402 81732 189635338 570857373 6667 0 96770629 625805
NY 264346 733846 36946 327344 327344 0 104111 5LVBQ 80 80 280197985 1530786 165784 87208 189344429 570373445 7423 0 96152109 622915
NY 264346 733846 36946 299513 299513 0 167255 6LVBQ 86 87 318886046 1564860 159805 76282 210146035 668511524 7781 0 108004294 597491
NY 264346 733846 36946 299248 299248 0 145234 6LVBQ 89 89 318341737 1629349 184565 93827 211131410 653174130 9472 0 107331819 576238
NY 264346 733846 36946 298749 298749 0 130142 6LVBQ 86 86 315209692 1674104 182290 88995 209973095 659407189 9539 0 106462548 556564
NY 264346 733846 36946 299317 299317 0 185173 6LVBQ 87 87 320664307 1494894 163574 76744 209973470 666918958 6746 0 107733431 613709
NY 264346 733846 36946 299261 299261 0 159225 6LVBQ 90 90 320258994 1549541 182229 90153 210468127 644436650 7654 0 106861060 584634
NY 264346 733846 36946 299096 299096 0 134203 6LVBQ 87 87 317043294 1672458 176740 84448 210263235 661092306 9558 0 106915329 560534
NY 264346 733846 36946 299416 299416 0 185432 6LVBQ 88 88 322360435 1508414 163355 79989 209865589 654708495 6486 0 107941253 612710
NY 264346 733846 36946 299148 299148 0 150677 6LVBQ 88 88 318250468 1594089 182201 93974 209759560 656797172 8275 0 107414853 591876
NY 264346 733846 36946 299117 299117 0 134397 6LVBQ 88 88 317192938 1666143 190795 104464 210652575 653240213 9478 0 106579288 569298
NY 264346 733846 36946 299251 299251 0 141906 6LVBQ 88 88 318257635 1636504 186476 95400 210182526 655432161 9311 0 106693824 579787
NY 264346 733846 36946 299193 264346 34847 830365 1LVBQDK 50 50 140186877 2639635 224244 113807 126985227 280341792 10468 0 42975276 689830
NY 264346 733846 36946 299494 264346 35148 1033380 1LVBQDK 49 49 141965938 2518132 203589 101623 121186419 280954099 8044 0 43069856 651740
NY 264346 733846 36946 299714 264346 35368 964866 1LVBQDK 48 48 140809852 2564571 198033 95161 118933136 279819160 8192 0 43103478 660351
NY 264346 733846 36946 298997 264346 34651 1199958 1LVBQDK 49 49 143845900 2504354 204605 96757 123411042 288183019 8380 0 43844734 673592
NY 264346 733846 36946 299343 264346 34997 861008 1LVBQDK 48 48 139376467 2614194 202741 95445 120994025 281614474 9820 0 43374849 671422
NY 264346 733846 36946 298729 264346 34383 731995 1LVBQDK 50 50 138059337 2666105 231005 114840 129607062 285904401 13592 0 43441415 708978
NY 264346 733846 36946 298908 264346 34562 644946 1LVBQDK 50 50 137445749 2703356 234881 119268 129972743 285439225 14049 0 43458777 709821
NY 264346 733846 36946 298603 264346 34257 938649 1LVBQDK 47 47 139992416 2573874 193905 87587 115995425 275898462 8557 0 42869266 649320
NY 264346 733846 36946 298912 264346 34566 739756 1LVBQDK 48 48 138146021 2627309 201694 97378 121319882 279019774 10214 0 43239914 671259
NY 264346 733846 36946 299462 264346 35116 1017812 1LVBQDK 49 49 142105107 2513393 206564 103007 122009468 280801750 7184 0 43076599 653737
NY 264346 733846 36946 298687 264346 34341 997410 2LVBQDK 56 56 171031116 2406394 210442 112124 137977862 331324569 11248 0 47662915 681897
NY 264346 733846 36946 299000 264346 34654 1079449 2LVBQDK 56 56 171686809 2232210 192892 103678 137485732 336362053 8963 0 48335827 682780
NY 264346 733846 36946 299077 264346 34731 1363628 2LVBQDK 55 55 175149100 2062681 179466 92452 135837109 340810072 7531 0 48857085 676596
NY 264346 733846 36946 298520 264346 34174 890297 2LVBQDK 55 55 169078314 2483182 202669 102033 132285896 324400643 11876 0 47308679 672325
NY 264346 733846 36946 298612 264346 34266 1115762 2LVBQDK 53 53 175527616 2261393 160349 78373 128103587 332654831 7954 0 48670436 656399
NY 264346 733846 36946 299001 264346 34655 1382186 2LVBQDK 55 55 175456894 2097225 177754 90107 134290233 337564250 7575 0 48699095 672703
NY 264346 733846 36946 298648 264346 34302 869843 2LVBQDK 55 55 171481908 2462211 196081 98295 129343306 319776512 10780 0 46915940 664688
NY 264346 733846 36946 299120 264346 34774 1338516 2LVBQDK 55 55 175196145 2091545 179299 92414 135015181 337511508 7844 0 48681251 676882
NY 264346 733846 36946 299027 264346 34681 1039102 2LVBQDK 57 57 171990603 2365572 208656 114159 139220408 331135511 10414 0 47558741 682156
NY 264346 733846 36946 298720 264346 34374 1054163 2LVBQDK 56 56 171580476 2358806 198935 102174 137451154 335997026 12183 0 48420130 688374
NY 264346 733846 36946 339134 288708 50426 92285 3LVBQDK 63 63 205295421 2332019 193802 105082 151234101 387566412 12222 0 52914587 713364
NY 264346 733846 36946 338922 288588 50334 72243 3LVBQDK 63 63 204972231 2593825 211487 109254 148839223 385869718 14831 0 52749423 676174
NY 264346 733846 36946 337357 288272 49085 96097 3LVBQDK 61 61 204005918 2353171 171089 82902 147780203 396899751 9947 0 53521363 720145
NY 264346 733846 36946 339538 288756 50782 90942 3LVBQDK 61 61 204877484 2348826 173727 82722 148059036 397202827 8917 0 53226084 728734
NY 264346 733846 36946 338767 288611 50156 82060 3LVBQDK 63 63 204329341 2483657 204565 99759 149185354 388112154 13099 0 53030352 710557
NY 264346 733846 36946 339227 288820 50407 75009 3LVBQDK 62 62 204840744 2570885 202560 98239 148338691 388699879 13194 0 52988636 688367
NY 264346 733846 36946 338100 288271 49829 78583 3LVBQDK 64 64 200782915 2510680 215418 115096 153890742 389967699 11428 0 52873021 701472
NY 264346 733846 36946 339399 288582 50817 79684 3LVBQDK 62 62 204553635 2483280 186322 89746 148505591 392018617 11297 0 53230760 714069
NY 264346 733846 36946 338707 288730 49977 83340 3LVBQDK 63 63 203776037 2500898 208348 112620 150912776 386570134 11820 0 52717410 703725
NY 264346 733846 36946 338517 288444 50073 91508 3LVBQDK 63 63 204192848 2330501 194066 102306 148899000 384723117 9446 0 52549077 701124
NY 264346 733846 36946 329147 282545 46602 90704 4LVBQDK 65 65 215925845 2182313 188868 96841 156565479 414059059 9166 0 53325963 700919
NY 264346 733846 36946 329398 282935 46463 76416 4LVBQDK 64 64 215891587 2436507 185486 85194 152129439 414942490 12802 0 53648004 659670
NY 264346 733846 36946 329600 282836 46764 72957 4LVBQDK 65 65 215922629 2524721 202990 99418 155337627 413846647 13180 0 53307134 662268
NY 264346 733846 36946 329517 282808 46709 91594 4LVBQDK 66 66 216548200 2164704 189388 96605 159152981 419034749 9409 0 53702430 722890
NY 264346 733846 36946 329646 282580 47066 90208 4LVBQDK 64 64 217181720 2251724 171560 80871 150382973 411576590 8378 0 53345378 682304
NY 264346 733846 36946 329649 282771 46878 74017 4LVBQDK 64 64 217049675 2421535 177073 83728 150540699 412112141 10252 0 53399406 675010
NY 264346 733846 36946 330046 282878 47168 85875 4LVBQDK 64 64 217375770 2326272 168711 82729 150895890 411341593 9190 0 53409784 676793
NY 264346 733846 36946 328730 282602 46128 72734 4LVBQDK 65 65 215340140 2476781 203041 99912 157694239 416855253 13820 0 53523316 690593
NY 264346 733846 36946 329677 282834 46843 84024 4LVBQDK 64 64 217741582 2362356 167131 77819 149660615 408468913 8565 0 53096044 686484
NY 264346 733846 36946 329970 282908 47062 83736 4LVBQDK 65 65 216438045 2270253 193984 97941 157163747 415406648 10267 0 53326430 695767
NY 264346 733846 36946 327996 281956 46040 91505 5LVBQDK 66 66 221201185 2169047 190905 100641 162021717 424363135 9923 0 53870587 703016
NY 264346 733846 36946 327828 281704 46124 90095 5LVBQDK 66 66 220848447 2237724 187020 101618 160367737 422543082 9575 0 53717357 712155
NY 264346 733846 36946 329395 282358 47037 77867 5LVBQDK 65 65 220505654 2431612 192766 90609 156353071 421104634 11393 0 53828630 679077
NY 264346 733846 36946 326925 281199 45726 106109 5LVBQDK 66 66 221066743 2114154 177452 93587 161032686 427396502 8438 0 54287451 735536
NY 264346 733846 36946 330620 283542 47078 77209 5LVBQDK 67 67 222264527 2439539 202657 99932 165121469 432965995 13202 0 54864696 721050
NY 264346 733846 36946 327032 281199 45833 91770 5LVBQDK 66 66 220940207 2227860 187227 101316 164032497 429611535 9441 0 54457626 725514
NY 264346 733846 36946 329165 282721 46444 87418 5LVBQDK 67 67 221662436 2226764 191610 104932 165149232 431572089 9556 0 54611176 719956
NY 264346 733846 36946 328961 282593 46368 89297 5LVBQDK 67 67 221736415 2198618 191545 104745 164005187 430877937 9384 0 54575316 704586
NY 264346 733846 36946 327455 281447 46008 73303 5LVBQDK 64 64 219697556 2405910 179611 82194 153737071 419285465 10346 0 54049053 653650
NY 264346 733846 36946 330298 283225 47073 76977 5LVBQDK 67 67 222467359 2441901 212066 112554 165961801 428714552 13208 0 54321308 694296
NY 264346 733846 36946 298684 264367 34317 121174 6LVBQDK 72 72 254029224 2676040 208277 106577 170164092 468117564 13865 0 54384483 684526
NY 264346 733846 36946 299199 264370 34829 130256 6LVBQDK 71 71 254148986 2644314 206834 105872 169225932 472721712 15508 0 54821612 663946
NY 264346 733846 36946 298872 264363 34509 142036 6LVBQDK 72 72 250995077 2561476 208682 108490 173450074 476499449 15045 0 54957742 703105
NY 264346 733846 36946 299237 264364 34873 165764 6LVBQDK 70 70 253821923 2401007 159146 72236 168855294 486594906 9847 0 54784156 702557
NY 264346 733846 36946 299141 264364 34777 164707 6LVBQDK 73 73 252347467 2292517 198486 101304 173157446 473972819 9661 0 54635697 748216
NY 264346 733846 36946 299485 264358 35127 172257 6LVBQDK 71 71 254264191 2298578 171897 80081 169314491 481068344 9039 0 55573791 751960
NY 264346 733846 36946 298703 264368 34335 132147 6LVBQDK 72 72 253018298 2621101 211332 107102 170485140 473148313 14821 0 54690937 685391
NY 264346 733846 36946 299015 264359 34656 176190 6LVBQDK 70 70 253921569 2333156 154175 69669 169013169 489505619 9380 0 54958092 722382
NY 264346 733846 36946 299132 264368 34764 170477 6LVBQDK 73 73 252824388 2308386 191552 96532 172642188 471121531 9743 0 54487014 729248
NY 264346 733846 36946 298949 264376 34573 147809 6LVBQDK 73 73 251466955 2456540 207157 111741 173396274 474678351 11125 0 54790426 706525
NY 264346 733846 36946 299139 299139 0 0 BINH 101 101 329768300 1298652 172051 78605 240746576 668163698 6899 0 110331850 1438360
NY 264346 733846 36946 298734 298734 0 0 BINH 102 102 335897479 1402683 152996 58455 241607037 681049114 7468 0 112392802 1467721
NY 264346 733846 36946 299143 299143 0 0 BINH 106 106 345336112 1535006 186813 83821 252825731 704159983 11019 0 115940246 1576768
NY 264346 733846 36946 298638 298638 0 0 BINH 100 100 329856984 1325324 140736 59401 235140818 669188980 7241 0 110894663 1431074
NY 264346 733846 36946 298959 298959 0 0 BINH 105 105 343651335 1511296 185549 80732 252527173 703179662 9158 0 114358081 1549163
NY 264346 733846 36946 298347 298347 0 0 BINH 105 105 342341052 1484823 186755 87437 252514529 701200362 9759 0 114023019 1537013
NY 264346 733846 36946 298661 298661 0 0 BINH 104 104 339856392 1462222 182296 85765 251329535 694079979 9473 0 113298755 1530897
NY 264346 733846 36946 298955 298955 0 0 BINH 103 103 336760611 1380876 182826 89617 248765668 685741053 7376 0 112227487 1483076
NY 264346 733846 36946 298739 298739 0 0 BINH 104 104 341209178 1469730 163363 64407 249417820 696416711 8015 0 113632897 1506620
NY 264346 733846 36946 298988 298988 0 0 BINH 102 102 333375811 1364310 169405 77728 245237439 682364415 8096 0 111974694 1498270
NY 264346 733846 36946 264346 264346 34194 0 FIBH 142 142 458066186 2979272 308996 160469 348236944 687595221 16380 0 95226451 2451130
NY 264346 733846 36946 264346 264346 34644 0 FIBH 147 147 463026373 4031210 313435 156900 356155391 698566795 22049 0 96364152 2580516
NY 264346 733846 36946 264346 264346 34662 0 FIBH 142 142 461541572 3888340 251557 107536 344888973 698855604 18198 0 96346649 2612021
NY 264346 733846 36946 264346 264346 34264 0 FIBH 144 144 465479448 4063500 275768 121214 346673575 693754712 19522 0 96294109 2560039
NY 264346 733846 36946 264346 264346 34780 0 FIBH 139 139 446591238 3473105 264415 127499 339983745 676285731 13981 0 93923440 2523742
NY 264346 733846 36946 264346 264346 34571 0 FIBH 142 142 454110216 3263423 297075 150509 345649965 689927376 19974 0 95301496 2494323
NY 264346 733846 36946 264346 264346 34623 0 FIBH 140 140 455853376 3010459 236359 101567 344150088 691887662 18550 0 95413642 2474385
NY 264346 733846 36946 264346 264346 34785 0 FIBH 141 141 453374697 3584908 285594 141072 344130351 687670974 19344 0 95016206 2485957
NY 264346 733846 36946 264346 264346 34630 0 FIBH 151 151 473702078 3456708 333428 164809 366417820 714655499 25519 0 97529704 2652976
NY 264346 733846 36946 264346 264346 34639 0 FIBH 143 143 459793719 3797794 288429 139049 344588601 687380067 18839 0 95951355 2495859
BAY 321270 800172 94305 346884 346884 0 2641802 1LVBQ 84 84 251094850 3596295 415156 151556 203146221 530522022 19947 0 93251308 842435
BAY 321270 800172 94305 346705 346705 0 2867131 1LVBQ 85 85 253173336 3720230 410619 156002 204616159 532240258 18603 0 93168922 834429
BAY 321270 800172 94305 346603 346603 0 2141234 1LVBQ 85 85 243787082 3524772 423282 169198 203794311 519514659 22419 0 91846066 849001
BAY 321270 800172 94305 346759 346759 0 2433410 1LVBQ 84 84 247398598 3556111 430815 159913 201486280 511774614 20341 0 91845879 845753
BAY 321270 800172 94305 346443 346443 0 2376304 1LVBQ 84 84 243352440 3445794 449426 161016 197016755 500777059 18312 0 90020053 837986
BAY 321270 800172 94305 346364 346364 0 1964137 1LVBQ 86 86 241898998 3472378 439358 186083 210508280 522206594 23476 0 92175481 880597
BAY 321270 800172 94305 346456 346456 0 2288578 1LVBQ 88 88 249462668 3603583 445213 191010 210648108 515994376 25191 0 93052622 888876
BAY 321270 800172 94305 346489 346489 0 1879290 1LVBQ 84 84 238751971 3422664 425672 168079 202246655 508410164 23909 0 91077108 853528
BAY 321270 800172 94305 346639 346639 0 1870504 1LVBQ 85 85 238392769 3445372 426616 178231 203301809 502739475 24141 0 90118198 846974
BAY 321270 800172 94305 346387 346387 0 1926841 1LVBQ 85 85 239231947 3397786 436932 177599 203718331 502901283 20921 0 90167409 851547
BAY 321270 800172 94305 346602 346602 0 2443032 2LVBQ 94 94 335711168 2371340 220799 106261 224994280 696695787 9618 0 130948527 719537
BAY 321270 800172 94305 346617 346617 0 2357522 2LVBQ 95 95 330421620 2383883 222549 119593 224341094 686284518 9314 0 128785969 718981
BAY 321270 800172 94305 346626 346626 0 1791815 2LVBQ 89 89 304390371 2616216 233699 118958 207923929 631036653 15526 0 119594217 705796
BAY 321270 800172 94305 346634 346634 0 2241710 2LVBQ 94 94 325556531 2480086 213066 100732 220095250 668941545 11850 0 126666084 707267
BAY 321270 800172 94305 346365 346365 0 2449244 2LVBQ 95 95 335223737 2432986 213794 101072 228102987 715013781 9973 0 132591844 720822
BAY 321270 800172 94305 346504 346504 0 1998754 2LVBQ 92 92 311749707 2521864 239733 127174 212546672 638964303 13908 0 121532934 716661
BAY 321270 800172 94305 346667 346667 0 1984242 2LVBQ 91 91 310337831 2655461 237799 113062 213587327 647937355 15409 0 122789292 703854
BAY 321270 800172 94305 346686 346686 0 2315569 2LVBQ 94 94 329605350 2473123 218397 108127 223264998 684220564 9786 0 128655536 714837
BAY 321270 800172 94305 346639 346639 0 2297218 2LVBQ 94 94 328835286 2473590 218481 102753 223823265 685655930 11169 0 128725669 713838
BAY 321270 800172 94305 346589 346589 0 2218808 2LVBQ 93 93 323499143 2494093 214810 98420 218768371 676137459 10925 0 127367368 710621
BAY 321270 800172 94305 376485 376485 0 190751 3LVBQ 85 85 286710398 1687283 202375 88636 204120169 595897234 8976 0 101149329 705591
BAY 321270 800172 94305 376845 376845 0 151622 3LVBQ 85 85 284624345 1898629 227963 107335 203266832 593889885 15280 0 100992847 675079
BAY 321270 800172 94305 376649 376649 0 161646 3LVBQ 85 85 285191733 1772716 211251 103505 203485109 588948295 12880 0 100302253 684118
BAY 321270 800172 94305 376394 376394 0 155761 3LVBQ 86 86 285161196 1822112 232223 112614 207653630 593727356 11554 0 100515138 706898
BAY 321270 800172 94305 376496 376496 0 191522 3LVBQ 86 86 286428663 1659145 209062 102856 208092250 596303160 9313 0 100874895 735280
BAY 321270 800172 94305 376798 376798 0 183973 3LVBQ 85 85 286197035 1723200 205863 89609 203343982 591909463 9401 0 100500567 697587
BAY 321270 800172 94305 375806 375806 0 205516 3LVBQ 85 85 286354927 1621742 205236 90061 204906656 597418298 8129 0 101107322 741815
BAY 321270 800172 94305 377014 377014 0 167438 3LVBQ 85 85 286337825 1805290 228496 105442 206176371 600112241 10974 0 101489481 712728
BAY 321270 800172 94305 376128 376128 0 200261 3LVBQ 85 85 285949365 1631997 206574 94033 201938362 591135079 8692 0 100535066 732176
BAY 321270 800172 94305 376408 376408 0 179755 3LVBQ 87 87 286368927 1690911 213174 106315 207675925 594537195 9230 0 100442165 723883
BAY 321270 800172 94305 580000 580000 0 77490 4LVBQ 123 123 432424002 2686596 232142 107158 289090995 890324123 11421 0 150508307 893473
BAY 321270 800172 94305 583408 583408 0 91423 4LVBQ 123 123 434765175 2592913 214070 92861 288713891 896481684 8612 0 151734577 893089
BAY 321270 800172 94305 575534 575534 0 90375 4LVBQ 121 121 428023574 2497665 209784 86291 282570786 869066842 9180 0 148268786 903536
BAY 321270 800172 94305 577332 577332 0 89988 4LVBQ 121 121 429889187 2628676 207446 89384 283294598 878612293 12490 0 149559649 854176
BAY 321270 800172 94305 578674 578674 0 96199 4LVBQ 122 122 430013564 2417258 209575 92336 287914766 885054824 7735 0 149343278 920253
BAY 321270 800172 94305 570818 570818 0 88563 4LVBQ 121 121 424475012 2504252 210040 101954 284631331 868354777 9472 0 147448640 893573
BAY 321270 800172 94305 587601 587601 0 92625 4LVBQ 123 123 439310027 2593028 210872 88155 287877349 898028751 9034 0 152406866 901043
BAY 321270 800172 94305 581992 581992 0 69066 4LVBQ 123 123 433672599 2791067 242445 106735 288028062 892435537 13411 0 151178749 887688
BAY 321270 800172 94305 583745 583745 0 84603 4LVBQ 124 124 435894876 2781937 248297 114862 289101412 890678349 14394 0 151748264 908889
BAY 321270 800172 94305 587863 587863 0 70638 4LVBQ 125 125 437756937 2762231 223966 103552 288525193 885782545 12560 0 152347123 878541
BAY 321270 800172 94305 369111 369111 0 193180 5LVBQ 94 94 318935409 1494334 212394 102802 223793768 657458378 8414 0 108990407 760158
BAY 321270 800172 94305 368876 368876 0 190343 5LVBQ 93 93 317864395 1525277 214107 107357 221880217 655648196 8677 0 108751805 753326
BAY 321270 800172 94305 370118 370118 0 167184 5LVBQ 92 92 318154565 1635489 209123 84591 213529672 646692431 10101 0 108356211 697291
BAY 321270 800172 94305 369391 369391 0 135153 5LVBQ 92 92 314622524 1800013 238771 109050 213302109 640126363 15810 0 107465195 677197
BAY 321270 800172 94305 369132 369132 0 176261 5LVBQ 91 91 316218890 1601781 212347 91983 210689626 643141789 9018 0 107871663 711746
BAY 321270 800172 94305 369627 369627 0 149081 5LVBQ 92 92 315482091 1684752 226065 103284 215316295 647445022 12593 0 108169209 702005
BAY 321270 800172 94305 367128 367128 0 173556 5LVBQ 93 93 315629773 1616923 225179 110722 217602797 647943529 10746 0 108199973 729624
BAY 321270 800172 94305 368486 368486 0 147773 5LVBQ 91 91 315289854 1777627 232994 100883 211164938 641380051 13907 0 107348500 678140
BAY 321270 800172 94305 368351 368351 0 192390 5LVBQ 93 93 317204298 1504529 212315 95799 221116945 655727614 8437 0 108820309 756093
BAY 321270 800172 94305 369709 369709 0 175534 5LVBQ 91 91 318691749 1623718 206286 84827 209558412 640432250 9612 0 107696242 694008
BAY 321270 800172 94305 346717 346717 0 253093 6LVBQ 106 106 373784937 1737296 235903 110213 248613796 771456914 12534 0 125718615 737259
BAY 321270 800172 94305 346867 346867 0 231457 6LVBQ 104 104 371812437 1824888 236863 112852 246941651 764738174 14051 0 124155446 682304
BAY 321270 800172 94305 346912 346912 0 312305 6LVBQ 105 105 376890120 1634001 196703 89334 247280285 782379142 10138 0 126795357 732540
BAY 321270 800172 94305 346834 346834 0 266727 6LVBQ 105 105 374618259 1730489 217096 93255 246996806 771830989 11987 0 125414881 729863
BAY 321270 800172 94305 347023 347023 0 277641 6LVBQ 104 104 374302478 1658970 208651 89099 245951436 777794336 12117 0 126004127 735686
BAY 321270 800172 94305 346592 346592 0 339653 6LVBQ 106 106 380275926 1488309 213014 100774 247306408 778411662 8542 0 127637050 814529
BAY 321270 800172 94305 346617 346617 0 314824 6LVBQ 106 106 378807927 1594464 213286 102285 247252840 771347173 10787 0 127236711 780798
BAY 321270 800172 94305 346647 346647 0 280460 6LVBQ 106 106 376197589 1727387 239725 110655 248534128 771601379 12545 0 125895918 738114
BAY 321270 800172 94305 346653 346653 0 244500 6LVBQ 104 104 372780466 1775750 226139 95300 247025703 774309720 13138 0 125285864 703741
BAY 321270 800172 94305 346813 346813 0 260591 6LVBQ 104 104 374503642 1736492 222847 99853 247069926 780672903 12066 0 126150947 717232
BAY 321270 800172 94305 346725 321270 25455 2067426 1LVBQDK 60 60 175496163 3135311 315246 141131 149626980 351707324 18718 0 51479919 755143
