nome n m c insert extractMin dk bkmp fila cpu_time wall_time l1_miss l2_ref llc_miss cycles inst dtlb page_faults branch_inst branch_miss
MEM3 100000 500000 1000 149674 149674 0 744 3LVBQ 42 42 1796336 2435802 87982 184638089 411574917 90309 735 54947529 253347
MEM3 100000 500000 1000 149284 149284 0 709 3LVBQ 41 41 1831012 2446570 84265 183185698 416297443 93493 208 55708238 251633
MEM3 100000 500000 1000 149185 149185 0 707 3LVBQ 41 41 1801397 2417048 87073 182027991 410572519 84504 120 54823367 249945
MEM3 100000 500000 1000 149407 149407 0 739 3LVBQ 40 40 1812413 2444494 87725 178676874 411063812 83883 1 54885516 251151
MEM3 100000 500000 1000 149315 149315 0 708 3LVBQ 40 40 1817512 2446543 82544 178152328 410898992 84726 0 54867281 250748
MEM3 100000 500000 1000 149347 149347 0 703 3LVBQ 41 41 1813075 2450224 84326 183285695 410999951 85045 18 54878883 283264
MEM3 100000 500000 1000 149931 149931 0 741 3LVBQ 40 40 1807068 2435055 84158 179978960 413039191 83503 122 55162693 253180
MEM3 100000 500000 1000 149537 149537 0 666 3LVBQ 40 40 1821154 2437198 83206 180046751 411248938 92878 53 54908642 251609
MEM3 100000 500000 1000 150638 150638 0 826 4LVBQ 45 45 1854944 2458965 87533 200628005 470951728 92469 538 61642215 272028
MEM3 100000 500000 1000 149814 149814 0 775 4LVBQ 45 45 1865966 2471413 86590 200001820 469949970 89499 234 61572000 268585
MEM3 100000 500000 1000 150503 150503 0 806 4LVBQ 46 46 1849135 2451855 87831 204432432 470700676 90181 866 61605730 271927
MEM3 100000 500000 1000 150151 150151 0 767 4LVBQ 45 45 1864072 2474688 86721 200152266 469007567 95479 201 61396672 271521
MEM3 100000 500000 1000 150135 150135 0 767 4LVBQ 45 45 1879043 2482583 84492 199622580 469024656 94121 270 61365664 268790
MEM3 100000 500000 1000 150737 150737 0 798 4LVBQ 46 46 1844372 2438041 88675 202904016 473179604 89920 946 61973850 272640
MEM3 100000 500000 1000 150499 150499 0 813 4LVBQ 45 45 1872774 2486543 90352 202663456 470445590 95695 238 61575847 272792
MEM3 100000 500000 1000 150006 150006 0 768 4LVBQ 45 46 1865529 2461327 87376 201820268 470808173 90411 356 61693280 269235
MEM3 100000 500000 1000 150277 150277 0 741 4LVBQ 46 46 1845543 2436753 90106 203015195 468723140 88754 855 61324691 269289
MEM3 100000 500000 1000 150182 150182 0 767 4LVBQ 45 45 1867932 2481913 85218 201112185 471217634 90574 319 61741499 270110
MEM3 100000 500000 1000 144807 144807 0 1428 5LVBQ 52 52 1956622 2551199 89307 229599367 571854343 96673 539 72729188 264264
MEM3 100000 500000 1000 144535 144535 0 1461 5LVBQ 52 52 1960949 2542142 90392 230819639 570055862 91889 349 72618540 266935
MEM3 100000 500000 1000 145114 145114 0 1458 5LVBQ 53 53 1931200 2508246 92032 229101924 569334195 92514 949 72447540 269897
MEM3 100000 500000 1000 145054 145054 0 1444 5LVBQ 52 52 1972711 2531432 87963 229641570 578717675 94815 252 73554619 265717
MEM3 100000 500000 1000 144528 144528 0 1467 5LVBQ 52 52 1958107 2557466 89633 227366462 570887144 87076 413 72711286 265915
MEM3 100000 500000 1000 144967 144967 0 1440 5LVBQ 52 52 1961583 2553594 89243 229045373 572417324 90929 346 72887060 266129
MEM3 100000 500000 1000 144966 144966 0 1448 5LVBQ 52 52 1972510 2533778 89057 229955680 578136080 94871 358 73578504 264107
MEM3 100000 500000 1000 144794 144794 0 1425 5LVBQ 52 52 1962732 2553804 91061 230196490 572935037 94115 405 72943082 264175
MEM3 100000 500000 1000 144514 144514 0 1414 5LVBQ 52 52 1957745 2525723 87776 229697092 571770305 95705 280 72668026 263505
MEM3 100000 500000 1000 144899 144899 0 1417 5LVBQ 52 52 1957176 2522753 88535 230207534 572896822 94237 285 72798141 264555
MEM3 100000 500000 1000 144750 144750 0 1475 6LVBQ 54 54 1946013 2528799 89760 237597200 577564574 91080 707 73200043 283461
MEM3 100000 500000 1000 144861 144861 0 1341 6LVBQ 53 53 1973386 2551685 92389 234762198 585576152 91699 304 74102419 266033
MEM3 100000 500000 1000 144870 144870 0 1489 6LVBQ 53 53 1932047 2517949 90571 233784749 573459969 90625 925 72645904 270865
MEM3 100000 500000 1000 144840 144840 0 1447 6LVBQ 53 53 1970858 2554948 92174 235337927 578568637 97978 334 73316362 264761
MEM3 100000 500000 1000 144854 144854 0 1499 6LVBQ 53 53 1947066 2541445 90327 234026245 575344806 87075 459 72952116 272286
MEM3 100000 500000 1000 145072 145072 0 1469 6LVBQ 52 52 1952162 2528410 86249 230597897 572008052 92751 293 72387051 279264
MEM3 100000 500000 1000 144865 144865 0 1490 6LVBQ 53 53 1949906 2530747 88009 232907874 573688681 91899 300 72670945 269217
MEM3 100000 500000 1000 144872 144872 0 1509 6LVBQ 53 53 1950117 2539671 90934 233596980 576678394 86871 419 73102116 266692
MEM3 100000 500000 1000 144855 144855 0 1504 6LVBQ 53 53 1961812 2522208 91208 233149169 583032843 88384 285 73774163 267173
MEM3 100000 500000 1000 144794 144794 0 1474 6LVBQ 52 52 1966830 2553921 88407 231563944 576892046 95273 403 73125718 266869
MEM3 100000 500000 1000 145000 100000 45000 1709 1LVBQDK 30 30 2509502 3451211 94723 131161871 214971537 112459 442 26926860 228757
MEM3 100000 500000 1000 144761 100000 44761 1796 1LVBQDK 30 30 2524444 3466868 96016 131807360 214842795 114119 16 26918109 228472
MEM3 100000 500000 1000 144990 100000 44990 1627 1LVBQDK 30 30 2534389 3481879 93226 131065786 214962085 111628 0 26925994 228877
MEM3 100000 500000 1000 144832 100000 44832 2179 1LVBQDK 30 30 2527878 3478933 93293 131428055 214893208 114380 0 26921459 232834
MEM3 100000 500000 1000 144609 100000 44609 1796 1LVBQDK 30 30 2529478 3467953 93125 131448917 214762091 111903 0 26912604 227981
MEM3 100000 500000 1000 144831 100000 44831 1978 1LVBQDK 30 30 2526542 3467185 92701 131278562 214886319 112420 0 26921002 228842
MEM3 100000 500000 1000 144695 100000 44695 1846 1LVBQDK 30 30 2535877 3489728 93483 130761457 214810965 113058 0 26915778 228631
MEM3 100000 500000 1000 144662 100000 44662 2055 1LVBQDK 30 30 2526393 3479888 91637 131254215 214797497 113178 0 26915069 228241
MEM3 100000 500000 1000 144373 100000 44373 1932 1LVBQDK 29 29 2530754 3478812 92081 130353672 214636824 112555 0 26904402 227660
MEM3 100000 500000 1000 144729 100000 44729 1647 1LVBQDK 30 30 2526802 3470949 96776 131655523 214822326 112224 0 26916668 228430
MEM3 100000 500000 1000 146561 100589 45972 5092 2LVBQDK 34 34 2696675 3924146 96765 148640233 250129284 117067 446 29122714 231117
MEM3 100000 500000 1000 145767 100280 45487 4930 2LVBQDK 34 34 2670482 3857853 96260 149682823 249187864 118244 0 29023663 230427
MEM3 100000 500000 1000 146088 100486 45602 4942 2LVBQDK 34 34 2686710 3901033 98436 149590328 249680475 115136 0 29081203 230946
MEM3 100000 500000 1000 145689 100372 45317 4982 2LVBQDK 34 34 2663611 3863780 95492 148754461 249266649 116843 209 29039355 230445
MEM3 100000 500000 1000 146564 100683 45881 5060 2LVBQDK 33 33 2687794 3892399 91973 147843858 250271344 115825 0 29144085 231514
MEM3 100000 500000 1000 146107 100521 45586 5051 2LVBQDK 33 33 2688978 3890238 94118 148024894 249758350 115186 0 29089916 231284
MEM3 100000 500000 1000 145528 100319 45209 4945 2LVBQDK 33 33 2679903 3871851 93379 147685985 249096537 117022 0 29021571 230448
MEM3 100000 500000 1000 145897 100462 45435 5065 2LVBQDK 34 34 2679405 3885719 95971 148610588 249532622 116520 0 29067848 231251
MEM3 100000 500000 1000 145903 100421 45482 4965 2LVBQDK 33 33 2669542 3867481 94920 148320686 249470898 115279 0 29058894 230293
MEM3 100000 500000 1000 145374 100282 45092 4959 2LVBQDK 33 33 2656233 3846183 95540 148603776 248946694 110079 0 29005845 229412
MEM3 100000 500000 1000 149237 101641 47596 692 3LVBQDK 37 37 2584085 3765236 105001 161173486 284291614 116254 540 30755495 263586
MEM3 100000 500000 1000 149317 101587 47730 697 3LVBQDK 36 36 2611486 3784427 101159 160264024 284264125 122897 0 30750570 272047
MEM3 100000 500000 1000 149636 101582 48054 720 3LVBQDK 36 36 2620698 3797021 101920 160485881 284529993 119911 0 30762976 263543
MEM3 100000 500000 1000 149509 101614 47895 704 3LVBQDK 36 36 2621167 3805761 101827 159960421 284396137 117210 15 30759624 271890
MEM3 100000 500000 1000 149594 101631 47963 750 3LVBQDK 36 36 2620683 3807736 103626 160490269 284505325 115232 0 30773169 263101
MEM3 100000 500000 1000 149307 101600 47707 728 3LVBQDK 37 37 2589867 3758485 104152 161001264 284270428 118007 446 30750198 267143
MEM3 100000 500000 1000 149414 101600 47814 698 3LVBQDK 36 36 2612704 3791030 101243 160700790 284332765 116579 0 30756373 271499
MEM3 100000 500000 1000 149492 101579 47913 749 3LVBQDK 36 36 2618680 3788263 101756 160446497 284411706 120001 97 30757424 264324
MEM3 100000 500000 1000 149213 101635 47578 729 3LVBQDK 36 36 2611845 3784322 101724 160790218 284265785 117092 0 30756365 267118
MEM3 100000 500000 1000 149541 101559 47982 752 3LVBQDK 37 37 2576639 3764729 104195 161210436 284350205 120992 586 30751427 264892
MEM3 100000 500000 1000 150371 101985 48386 790 4LVBQDK 39 39 2788447 3977738 103260 172173782 310983401 127924 543 31916727 288105
MEM3 100000 500000 1000 149806 101850 47956 759 4LVBQDK 39 39 2817569 4032887 101730 172084268 310756651 125770 196 31873747 281320
MEM3 100000 500000 1000 150703 101920 48783 781 4LVBQDK 39 39 2825135 4029558 104234 172683724 311192301 130212 0 31918793 283834
MEM3 100000 500000 1000 149805 101870 47935 762 4LVBQDK 43 43 2816367 4014714 136924 180144134 310799935 127271 97 31879211 280778
MEM3 100000 500000 1000 150384 101961 48423 783 4LVBQDK 39 39 2825207 4026186 103815 172386366 311029690 128544 0 31912442 281608
MEM3 100000 500000 1000 150385 101890 48495 779 4LVBQDK 38 38 2830613 4022601 99475 171497524 311890098 126798 0 31936574 283366
MEM3 100000 500000 1000 150414 101990 48424 757 4LVBQDK 38 38 2829046 4052524 99526 171275774 311202257 129669 0 31926311 285214
MEM3 100000 500000 1000 150312 102009 48303 769 4LVBQDK 39 39 2812009 4012620 103997 172627374 310998954 127939 0 31919155 287402
MEM3 100000 500000 1000 150274 101818 48456 805 4LVBQDK 39 39 2783915 3965083 102121 172111950 311012933 125799 447 31888295 283173
MEM3 100000 500000 1000 150358 101824 48534 815 4LVBQDK 39 39 2831905 4016365 102934 172471446 311538413 127751 0 31910770 281582
MEM3 100000 500000 1000 144728 100015 44713 1441 5LVBQDK 44 44 3294494 4410785 107474 196063484 368060644 132457 443 33587991 291427
MEM3 100000 500000 1000 145124 100005 45119 1417 5LVBQDK 43 43 3275330 4384999 100554 191825075 365178252 120177 0 33503321 283810
MEM3 100000 500000 1000 144729 100012 44717 1395 5LVBQDK 43 43 3323037 4429453 100800 193764116 369291944 132155 0 33637491 283839
MEM3 100000 500000 1000 144657 100014 44643 1443 5LVBQDK 43 43 3256868 4360182 99756 191224882 361213238 130625 15 33351298 291017
MEM3 100000 500000 1000 144775 100010 44765 1450 5LVBQDK 43 43 3248073 4368563 100978 191241887 361174160 124322 0 33350078 292712
MEM3 100000 500000 1000 144662 100008 44654 1436 5LVBQDK 43 43 3266435 4385452 104242 193039003 367223293 122476 446 33567433 279544
MEM3 100000 500000 1000 144573 100011 44562 1440 5LVBQDK 43 43 3260519 4374970 99542 191712731 361335015 127758 0 33346751 298435
MEM3 100000 500000 1000 144684 100010 44674 1432 5LVBQDK 44 44 3314201 4428742 107460 196051565 369508244 125295 97 33643910 281035
MEM3 100000 500000 1000 144793 100017 44776 1432 5LVBQDK 43 43 3309048 4405821 102054 194225756 369023035 123051 0 33632513 281003
MEM3 100000 500000 1000 144851 100013 44838 1429 5LVBQDK 44 44 3288373 4386306 106491 194257595 369077217 116059 97 33635118 274219
MEM3 100000 500000 1000 144766 100011 44755 1467 6LVBQDK 44 44 3209816 4348070 103616 194011288 365515258 118184 543 33633780 293292
MEM3 100000 500000 1000 144805 100013 44792 1444 6LVBQDK 43 43 3236253 4375709 102043 193594031 365922320 118694 196 33645242 296384
MEM3 100000 500000 1000 145041 100013 45028 1461 6LVBQDK 44 44 3311900 4418665 101807 195367420 374018926 120435 0 33942683 282645
MEM3 100000 500000 1000 144839 100009 44830 1493 6LVBQDK 44 44 3291108 4391435 103164 195417299 372013127 125354 97 33871910 285416
MEM3 100000 500000 1000 144387 100004 44383 1431 6LVBQDK 43 43 3256059 4401749 104193 194344920 365926638 121487 0 33633664 294707
MEM3 100000 500000 1000 144738 100010 44728 1495 6LVBQDK 43 43 3269305 4387018 101149 193621661 368673046 122429 0 33751355 284490
MEM3 100000 500000 1000 144743 100004 44739 1509 6LVBQDK 43 43 3257224 4374660 97794 191837623 367645607 125547 0 33713472 284681
MEM3 100000 500000 1000 144940 100010 44930 1515 6LVBQDK 44 44 3284618 4387999 104061 195605172 371581850 118671 0 33858672 277764
MEM3 100000 500000 1000 144851 100003 44848 1475 6LVBQDK 44 44 3229404 4358072 101160 193937722 366142398 122917 445 33659756 287468
MEM3 100000 500000 1000 144696 100009 44687 1519 6LVBQDK 43 43 3304855 4411558 99573 193723486 373204237 121259 0 33909228 280790
MEM3 100000 500000 1000 144639 144639 0 0 BINH 80 80 3185792 3111270 82424 356761891 760349891 100821 0 92275770 1479310
MEM3 100000 500000 1000 144839 144839 0 0 BINH 80 80 3015640 3055435 79421 355063108 761908185 98103 0 92447790 1481688
MEM3 100000 500000 1000 145039 145039 0 0 BINH 80 80 3020359 3071549 80858 354066786 762405980 99391 0 92508731 1482626
MEM3 100000 500000 1000 144900 144900 0 0 BINH 81 81 3187351 3142389 83194 357317622 761901266 101635 0 92450074 1480233
MEM3 100000 500000 1000 145012 145012 0 0 BINH 81 81 3207432 3126557 84111 358488112 762385799 102236 0 92506321 1480885
MEM3 100000 500000 1000 144755 144755 0 0 BINH 80 80 3002028 3037429 80787 354201447 761241272 96565 0 92374702 1478200
MEM3 100000 500000 1000 144800 144800 0 0 BINH 80 80 3180199 3117909 79433 354954816 761422288 95490 0 92395124 1477960
MEM3 100000 500000 1000 144928 144928 0 0 BINH 80 80 3184558 3140269 81883 357052407 762368378 97964 0 92501499 1483227
MEM3 100000 500000 1000 144527 144527 0 0 BINH 80 80 3171997 3110292 82328 355720592 760021041 94035 0 92235504 1476695
MEM3 100000 500000 1000 144692 144692 0 0 BINH 80 80 3191526 3144938 84171 356555671 760847170 104006 0 92329528 1478357
MEM3 100000 500000 1000 100000 100000 44854 0 FIBH 98 98 5145945 7107479 220978 435831860 578511703 373875 947 62150649 1955071
MEM3 100000 500000 1000 100000 100000 44653 0 FIBH 98 98 5176291 7114179 222835 437640515 578093694 376721 196 62155977 1981637
MEM3 100000 500000 1000 100000 100000 44633 0 FIBH 98 98 5846183 7911480 233728 439393773 578325901 356612 0 62173961 1970273
MEM3 100000 500000 1000 100000 100000 45228 0 FIBH 99 99 5765832 7785775 234331 441818728 578463169 372617 97 62188632 1966469
MEM3 100000 500000 1000 100000 100000 44706 0 FIBH 98 98 5675761 7786301 240134 439291680 578271314 361766 0 62170379 1974066
MEM3 100000 500000 1000 100000 100000 44712 0 FIBH 97 97 5652926 7745664 224764 434749629 578128699 355953 98 62157785 1975000
MEM3 100000 500000 1000 100000 100000 44879 0 FIBH 97 97 5424082 7459453 219569 434617291 578240387 362703 0 62168202 1983488
MEM3 100000 500000 1000 100000 100000 44684 0 FIBH 97 97 5177294 7135284 219189 434958649 578333566 352615 0 62174506 1989143
MEM3 100000 500000 1000 100000 100000 44695 0 FIBH 98 98 5672613 7765772 232208 436968154 578097491 362434 0 62155372 1981826
MEM3 100000 500000 1000 100000 100000 44928 0 FIBH 97 97 5177449 7139635 221929 435699533 578354622 346301 0 62166638 1982431
MEM4 100000 500000 10000 146793 146793 0 25050 1LVBQ 41 41 2325448 3388542 117256 182816511 327753369 145093 317 48228066 355544
MEM4 100000 500000 10000 146941 146941 0 24393 1LVBQ 40 40 2284550 3313479 107746 176793577 327417694 141279 0 48220000 354083
MEM4 100000 500000 10000 146469 146469 0 23750 1LVBQ 40 40 2279022 3290393 111602 176921147 326886649 142015 0 48151680 353197
MEM4 100000 500000 10000 146592 146592 0 31061 1LVBQ 40 40 2282533 3314472 109327 177768100 327261296 140000 0 48185440 351986
MEM4 100000 500000 10000 146976 146976 0 25561 1LVBQ 40 40 2280314 3299608 107971 176567127 327519751 141344 0 48236017 353759
MEM4 100000 500000 10000 146797 146797 0 27467 1LVBQ 41 41 2290547 3309620 127359 181191635 327419860 141403 0 48220225 354744
MEM4 100000 500000 10000 146589 146589 0 27265 1LVBQ 40 40 2289047 3315704 107745 177369590 327106528 141216 0 48174557 352808
MEM4 100000 500000 10000 146515 146515 0 29780 1LVBQ 40 40 2312803 3355566 109582 176564896 327671159 143115 0 48283715 353244
MEM4 100000 500000 10000 146489 146489 0 30509 1LVBQ 40 40 2281850 3295269 107793 177050549 327131778 140434 0 48175471 351776
MEM4 100000 500000 10000 146904 146904 0 26304 1LVBQ 41 41 2286005 3307762 126890 182821289 327368002 142067 0 48210807 353310
MEM4 100000 500000 10000 146873 146873 0 32612 2LVBQ 35 35 1932857 2425975 75853 157294802 332451949 95882 0 47702009 248015
MEM4 100000 500000 10000 146931 146931 0 33583 2LVBQ 35 35 1934581 2420392 75307 157710627 331898957 93876 0 47612197 248131
MEM4 100000 500000 10000 146523 146523 0 33199 2LVBQ 37 37 1909642 2442419 86570 160291551 331665616 88893 573 47588214 249065
MEM4 100000 500000 10000 146837 146837 0 32673 2LVBQ 35 35 1925269 2432343 77533 157580857 331995622 87938 0 47631681 248305
MEM4 100000 500000 10000 146611 146611 0 31795 2LVBQ 35 35 1921242 2408198 77241 157881871 330297532 87442 0 47375194 248342
MEM4 100000 500000 10000 147094 147094 0 32964 2LVBQ 35 35 1917564 2388919 78393 157226948 331491058 92051 0 47544445 248820
MEM4 100000 500000 10000 146699 146699 0 32901 2LVBQ 36 36 1920153 2409108 89025 161014421 331537756 89082 0 47564145 247934
MEM4 100000 500000 10000 147151 147151 0 33133 2LVBQ 35 35 1928276 2408051 78525 157386947 332472528 91521 0 47697070 248581
MEM4 100000 500000 10000 147087 147087 0 32180 2LVBQ 35 35 1925340 2408313 77502 157700105 332164885 91929 0 47649839 248638
MEM4 100000 500000 10000 146635 146635 0 32509 2LVBQ 35 35 1919295 2413862 75584 156559809 330942730 89092 0 47474765 247490
MEM4 100000 500000 10000 147532 147532 0 2771 3LVBQ 40 40 1803934 2421582 83130 180215474 411817344 86269 0 54780918 244933
MEM4 100000 500000 10000 147968 147968 0 2701 3LVBQ 40 40 1797612 2432650 88498 176830670 406579736 87522 0 54110731 236338
MEM4 100000 500000 10000 147760 147760 0 2632 3LVBQ 39 39 1792198 2418428 79877 175178780 405515918 88073 0 53953486 236971
MEM4 100000 500000 10000 147676 147676 0 2680 3LVBQ 41 41 1806658 2432293 82257 181257105 414394619 86287 0 55074520 250758
MEM4 100000 500000 10000 148203 148203 0 2643 3LVBQ 40 40 1794319 2420729 81080 177898550 405412346 88333 0 53917598 236202
MEM4 100000 500000 10000 148016 148016 0 2575 3LVBQ 39 39 1795640 2413754 81186 174900310 407059453 87539 0 54169708 237009
MEM4 100000 500000 10000 147968 147968 0 2640 3LVBQ 39 39 1801667 2432726 79225 174324717 408163987 86289 0 54319881 238002
MEM4 100000 500000 10000 147924 147924 0 2587 3LVBQ 42 42 1783568 2425850 92531 184186920 406162050 89009 563 54034478 238594
MEM4 100000 500000 10000 147868 147868 0 2509 3LVBQ 40 40 1801086 2443587 78460 176829729 405891377 88085 0 54019046 236179
MEM4 100000 500000 10000 147644 147644 0 2617 3LVBQ 39 39 1783698 2411273 82092 173936322 403648298 85601 0 53679090 234725
MEM4 100000 500000 10000 150764 150764 0 2886 4LVBQ 46 46 1877598 2473985 88811 203075523 476384339 92812 441 62322530 271011
MEM4 100000 500000 10000 151203 151203 0 2923 4LVBQ 45 45 1885657 2484845 84006 199364040 472996757 93838 60 61753131 272795
MEM4 100000 500000 10000 151379 151379 0 2923 4LVBQ 45 45 1882673 2479431 86921 199291802 473001531 88740 32 61748382 270656
MEM4 100000 500000 10000 151609 151609 0 2944 4LVBQ 46 46 1897767 2485239 85614 203130243 476490600 88831 48 62261390 271855
MEM4 100000 500000 10000 151891 151891 0 2906 4LVBQ 46 46 1897201 2490789 89545 204700887 477809637 85612 28 62449518 273336
MEM4 100000 500000 10000 151282 151282 0 2890 4LVBQ 47 47 1847655 2435060 89475 204924042 474368648 88446 822 61960780 272019
MEM4 100000 500000 10000 151499 151499 0 2899 4LVBQ 45 45 1880633 2469545 85166 200780709 474780954 90679 94 62011362 276857
MEM4 100000 500000 10000 152117 152117 0 2882 4LVBQ 46 46 1881602 2464684 85790 201640628 476619646 89155 33 62242667 272936
MEM4 100000 500000 10000 151308 151308 0 2765 4LVBQ 46 46 1888643 2468821 88356 205042925 476246504 84974 31 62255431 272249
MEM4 100000 500000 10000 151091 151091 0 2940 4LVBQ 45 45 1879493 2482097 82948 196745746 472596805 89811 183 61692717 272039
MEM4 100000 500000 10000 146538 146538 0 5219 5LVBQ 50 50 1912033 2490575 87064 218357589 535600732 88902 69 68365391 270902
MEM4 100000 500000 10000 147175 147175 0 5127 5LVBQ 50 50 1923804 2494272 86797 218174857 537401630 88587 12 68577979 271337
MEM4 100000 500000 10000 146914 146914 0 5002 5LVBQ 50 50 1907069 2488299 86502 219115107 535849931 85768 0 68322380 272943
MEM4 100000 500000 10000 146800 146800 0 5089 5LVBQ 50 50 1934933 2502127 84307 219230628 545569702 88674 1 69622366 278635
MEM4 100000 500000 10000 146862 146862 0 5058 5LVBQ 51 51 1926018 2489271 97995 224528752 544423030 88412 1 69350709 283491
MEM4 100000 500000 10000 146775 146775 0 5044 5LVBQ 50 50 1922190 2510326 86944 219172020 539671033 86978 0 68867172 280255
MEM4 100000 500000 10000 146493 146493 0 5084 5LVBQ 50 50 1912067 2488649 89496 218311620 534348011 88043 0 68126745 271077
MEM4 100000 500000 10000 146797 146797 0 5176 5LVBQ 50 50 1910167 2473215 85552 220602646 537245051 88585 0 68500463 271203
MEM4 100000 500000 10000 146831 146831 0 5111 5LVBQ 49 49 1904905 2491658 85603 215720237 535060138 85455 0 68216361 272226
MEM4 100000 500000 10000 147029 147029 0 5128 5LVBQ 49 49 1916703 2487846 86808 216182976 536706292 88697 1 68482071 271281
MEM4 100000 500000 10000 146860 146860 0 5336 6LVBQ 49 49 1898233 2464022 84781 216102303 537082860 88622 0 68068740 273893
MEM4 100000 500000 10000 146829 146829 0 5199 6LVBQ 49 49 1903903 2466815 91691 217334982 538256804 87980 0 68270030 271811
MEM4 100000 500000 10000 146979 146979 0 5247 6LVBQ 50 50 1924527 2510049 84621 220310224 542191247 87709 1 68870572 275006
MEM4 100000 500000 10000 146616 146616 0 5232 6LVBQ 50 50 1929234 2516540 83819 219046349 544252655 88906 1 69115445 275487
MEM4 100000 500000 10000 146829 146829 0 5211 6LVBQ 50 50 1912039 2486547 85163 219249142 539423973 89035 0 68432312 274557
MEM4 100000 500000 10000 146957 146957 0 5251 6LVBQ 49 49 1910121 2493304 84842 217035136 541229852 85659 0 68690329 275421
MEM4 100000 500000 10000 146955 146955 0 5235 6LVBQ 50 50 1927843 2509704 87738 220745281 545462764 89495 1 69234095 279028
MEM4 100000 500000 10000 146882 146882 0 5268 6LVBQ 50 50 1917847 2478917 85853 218441349 545169110 89194 0 69194103 276533
MEM4 100000 500000 10000 146668 146668 0 5240 6LVBQ 50 50 1906153 2480037 87324 217532796 539609870 90123 47 68395209 274721
MEM4 100000 500000 10000 146896 146896 0 5292 6LVBQ 50 50 1909524 2485801 85897 218821061 540314621 84871 83 68545059 274760
MEM4 100000 500000 10000 146942 100000 46942 23883 1LVBQDK 31 31 2642563 3697545 96753 137846109 216662341 115297 115 27071446 304728
MEM4 100000 500000 10000 146834 100000 46834 28951 1LVBQDK 31 31 2636037 3675857 94060 137160208 216742594 112446 0 27077781 305928
MEM4 100000 500000 10000 147126 100000 47126 29987 1LVBQDK 31 31 2642001 3673199 96290 137371999 216931127 118656 0 27090304 305853
MEM4 100000 500000 10000 146919 100000 46919 29066 1LVBQDK 31 31 2644497 3686348 98486 137310173 216797147 116448 13 27081155 306014
MEM4 100000 500000 10000 146814 100000 46814 27720 1LVBQDK 31 31 2636240 3669338 97833 137803257 216701247 110160 0 27074590 305857
MEM4 100000 500000 10000 146789 100000 46789 24808 1LVBQDK 31 31 2648074 3700465 93826 136510392 216604001 118478 0 27067914 305955
